text,title
А в это время мужички со старостой во главе подошли к базару.,ГРИШКА ЖИГАН
"-- Вот он, -- тонко завыл староста, -- вот он, собачий хвост, вор и конокрад -- Гришка Жиган. Бейте его, людишки добрые!",ГРИШКА ЖИГАН
"Стоит Гришка и бежать не думает, только лицом слегка посерел. Знает, бежать нельзя. Поймают и сразу бить будут. А сгоряча бьют до смерти. Опешили мужики. Как же так -- вор, а не бежит и даже из рук не рвется. Потоптались на месте, насели на Гришку и руки ему вожжей скрутили. А в городе бить человека неловко.",ГРИШКА ЖИГАН
"-- Волоките его за город, -- сказал староста, -- покажем ему вору, сукиному сыну, как чужих коней уворовывать.",ГРИШКА ЖИГАН
Повели Гришку за город. Прошли с полверсты.,ГРИШКА ЖИГАН
-- Буде! -- остановился Фома Хромой. И пиджак скинул.,ГРИШКА ЖИГАН
"-- Начнем, братишки.",ГРИШКА ЖИГАН
"Видит Гришка, дело его плохое: бить сейчас будут. А вора-конокрада бьют мужички до смерти -- такой закон.",ГРИШКА ЖИГАН
"-- Братцы, -- сказал Гришка, -- а чья земля эта будет? Земля-то ведь эта казенная будет. Нельзя здесь меня бить. Такого и закону нет, чтоб на казенной земле человека били. К вам до суда дело, и мне вред.",ГРИШКА ЖИГАН
Староста согласился.,ГРИШКА ЖИГАН
"-- Это он верно. Затаскает судья, если, например, до смерти убьем человека. Волокнем его, братишки, на село. Там и концы в воду.",ГРИШКА ЖИГАН
Повели Гришку на село.,ГРИШКА ЖИГАН
"-- Братцы, -- тихо спросил Гришка, -- за что бить-то будете? Под суд меня вора и конокрада надобно. Суд дело разберет. Да только каждый суд оправдает меня. Любой суд на лошадь взглянет и оправдает. Скверная лошаденка, шут с ней совсем. От нее и радости-то никакой нет.",ГРИШКА ЖИГАН
"-- Да что ж это он, -- удивился староста, -- что ж это он, православные, лошадь-то мою хает? Этакая чудная лошадь, а он хает... Ты что ж это, хвост собачий, лошадь мою хаешь?",ГРИШКА ЖИГАН
"-- Eй-богу, моя правда, -- сказал Гришка. -- Поступь у ней, посмотрите, какая. На такую лошадь и сесть противно. Как на нее только сядешь -- она, дура такая, задом крутит. Шут ее знает почему, но крутит задом. От нее и болезни могут произойти: грыжа, например, болезнь... От села до базара четыре версты, всякий знает, а у меня пот градом -- измучила совсем чертова анафема. Так и крутит задом, так и крутит... Да я вам даже показать могу...",ГРИШКА ЖИГАН
Фома Хромой подошел к Гришке и ударил его.,ГРИШКА ЖИГАН
"-- Чего зубы-то заговариваешъ, сука старая. Если ты есть вор, так и веди себя правильно. Не заговаривай.",ГРИШКА ЖИГАН
Повели Гришку дальше. Уже и село близко -- церковь видна.,ГРИШКА ЖИГАН
"-- Братцы, -- смиренно сказал Гришка, -- а. братцы... А ведь бить-то меня зря будете. Все равно скоро конец свету.",ГРИШКА ЖИГАН
Мужики шли молча.,ГРИШКА ЖИГАН
"-- Вот что, -- опять напал Гришка,--ходит тут такой юродивый блажененький Иванушка-братец. .. Не я, а он эти слова говорит. ""Да, -- говорит, -- будет в этих местах великое землетрясение и огненный вихорь"".",ГРИШКА ЖИГАН
-- Да ну?--тихо удивился Фома Хромой.-- Врешь?,ГРИШКА ЖИГАН
"-- Ей-богу, моя правда. Да что мне теперь скрывать? Мне и скрывать теперь нечего. Он и число назначил. Какое у нас число сегодня?",ГРИШКА ЖИГАН
"-- Осьмое число, -- ответили мужики.",ГРИШКА ЖИГАН
"-- Осьмое. Правильно. Ну, а тут на девятое назначено. Завтра, значит, и будет. В полдень пожелтеет небо, настанет вихорь, и град падет на землю, и град сей будет крупнейший, с яйцо с куриное и даже больше... И будет бить этот град все насквозь. И человека, и скот домашний -- корову, например, или курицу...",ГРИШКА ЖИГАН
"-- И железо?--спросил староста.--Крыша у меня если, скажем, железная?",ГРИШКА ЖИГАН
"-- Драгоценные есть ваши слова, -- сказал Гришка, -- и железо.",ГРИШКА ЖИГАН
Мужики остановились.,ГРИШКА ЖИГАН
"-- Ну, а попа, -- спросил кто-то, -- может ли, например, поп уцелеть?",ГРИШКА ЖИГАН
"-- Нет, -- ответил Гришка, -- и поп не может уцелеть...",ГРИШКА ЖИГАН
"-- А ведь это верно, -- раздумчиво сказал Фома Хромой, -- ходила тут схимонашенка такая... Подтверждала эти слова. Только про град-то это он врет. Про град она ничего не говорила. А землетрясение -- это верно. И вихорь огненный.",ГРИШКА ЖИГАН
"-- Ну, а что же, -- спросили мужики Гришку, -- что же такое делать, если, например, кто спастись хочет? ..",ГРИШКА ЖИГАН
"-- Да врет он, -- вдруг закричал староста. -- Врет ведь, собачий хвост. Зубы дуракам заговаривает. Бейте его, людишки добрые!",ГРИШКА ЖИГАН
Мужички не двигались.,ГРИШКА ЖИГАН
"-- Нельзя бить, -- строго сказал Фома Хромой. -- Обождать нужно. Обождем до завтра, братишки. Убить человека завсегда не поздно... Только про град-то он врет, собачий хвост. Ничего схимонашенка про такое не говорила.",ГРИШКА ЖИГАН
"-- Безусловно врет, -- сказал староста, -- ей-богу, врет. И про железо врет.",ГРИШКА ЖИГАН
"-- Так завтра что ли, Гриша, обещаешь ты? -- спросил Фома Хромой.",ГРИШКА ЖИГАН
"-- Завтра. Пожелтеет в полдень небо, настанет вихорь, и град падет на землю, и град сей...",ГРИШКА ЖИГАН
"-- Ладно, -- сказали мужички, -- обождем до завтрева.",ГРИШКА ЖИГАН
Развязали Гришке руки и повели в село. А в селе заперли Гришку на старостином дворе в амбаре и караульщика приставили.,ГРИШКА ЖИГАН
"К вечеру все село знало о страшном пророчестве. Приходили бабы на Старостин двор с хлебом и с яйцами, кланялись Гришке и плакали.",ГРИШКА ЖИГАН
А у Фомы Хромого народу собралось множество. Сидел Фома Хромой на лавке и говорил такое:,ГРИШКА ЖИГАН
"-- Если б не эта схимонашенка, да я бы первый сказал, врет он, собачий хвост. Ну, а тут, схимонашенка. .. У кого еще была схимонашенка?",ГРИШКА ЖИГАН
"-- У меня, Фома Васильич, была. У меня и есть, -- сказала баба простоволосая, -- к вечеру сижу я преспокойно... Стучит ктой-то...",ГРИШКА ЖИГАН
"-- Да, -- перебил Фома Хромой, -- небо пожелтеет, настанет вихорь...",ГРИШКА ЖИГАН
Назавтра мужички в поле не вышли. А день был ясный.,ГРИШКА ЖИГАН
"Ходили мужички по селу, на Старостин двор заходили и пересмеивались.",ГРИШКА ЖИГАН
-- Сидит еще пророк-то?,ГРИШКА ЖИГАН
-- Сидит.,ГРИШКА ЖИГАН
"-- Соврал, собачий хвост. Как пить дать, соврал. А ведь каково складно вышло. Ах ты, дуй его горой! Такого и бить-то жалко.",ГРИШКА ЖИГАН
"И только Фома Хромой не смеялся. Ходил Фома Хромой в одиночку, хмурился, выходил в поле и смотрел на небо. А небо было ясное.",ГРИШКА ЖИГАН
В полдень услышали крик на селе. Кричал Фома Хромой.,ГРИШКА ЖИГАН
-- Туча!,ГРИШКА ЖИГАН
И точно. Из-за казенного лесу низко шла туча. Была эта туча небольшая и серая. И ветер гнал ее быстро.,ГРИШКА ЖИГАН
Все село высыпало на зады и в поля. И дивится.,ГРИШКА ЖИГАН
"-- Да, туча.",ГРИШКА ЖИГАН
Но не пожелтело небо и вихорь не настал -- прошла туча над селом быстро и скрылась.,ГРИШКА ЖИГАН
День был ясный.,ГРИШКА ЖИГАН
"Бросились мужички на Старостин двор. Хвать -- похвать -- амбар открыт, а Гришки нету. Исчез Гришка.",ГРИШКА ЖИГАН
А вместе с Гришкой исчез и конь старостин королевской масти.,ГРИШКА ЖИГАН
Я первый раз в жизни видел такого писателя.,ЛИТЕРАТОР
"Он был еле грамотный. Читал он, правда, ничего себе, сносно. Хотя на некоторых длинных словах затруднялся. И буквы некоторые ему, видимо, были",ЛИТЕРАТОР
в диковинку.,ЛИТЕРАТОР
"Зато писал он до того худо, что в первый момент я даже растерялся, когда посмотрел на его рукопись. Это было чорт знает что такое. Что-то вообще было нацарапано на бумаге, но что именно-- разобрать было трудно.",ЛИТЕРАТОР
"Я просто обомлел, даже испугался, когда он заявил, что эта рукопись -- юмористический рассказ. В рукописи было десятка два еле понятных фраз и выражений.",ЛИТЕРАТОР
"Ей-богу, такого писателя мне не приходилось больше видеть!",ЛИТЕРАТОР
"А главное, от него почему-то сильно разило скипидаром. Запах был до того острый, что просто можно было потерять сознание, если подольше посидеть с таким человеком.",ЛИТЕРАТОР
"Он, видимо, и сам сознавал всю остроту своего запаха. И, входя в комнату, он просил разренения слегка приоткрыть форточку.",ЛИТЕРАТОР
"--- Слушайте, товарищ,--сказал я ему, возвращая рукопись, -- да, может, вы спутали? Может, вы вовсе, как бы сказать, не писатель?",ЛИТЕРАТОР
"-- Зачем же путать, -- уныло сказал он. -- Известно -- писатель. Беллетрист.",ЛИТЕРАТОР
Он заходил ко мне несколько раз. И всякий раз приносил страницы две-три чорт знает какой ерунды.,ЛИТЕРАТОР
"Я несколько попривык к его куриному почерку и стал более внимательно читать. Нет, это была совершеннейшая галиматья. Это была просто неслыханная чушь. Это был какой-то лепет дефективного переростка!",ЛИТЕРАТОР
"С некоторым испугом отдавал я ему обратно рукописи. Я боялся, как бы он меня не убил за возврат. Уж очень он был мрачный. И усы у него были длинные, разбойничьи.",ЛИТЕРАТОР
"Однако, он довольно терпимо относился к возврату.",ЛИТЕРАТОР
"-- Значит, для журнала не годится?--спрашивал он. -- Печатать нельзя?",ЛИТЕРАТОР
"-- М-да, -- говорил я, -- навряд ли можно.",ЛИТЕРАТОР
Он довольно равнодушно пожимал плечами и неясно говорил:,ЛИТЕРАТОР
"-- Надо, конечно, расстараться. И уходил.",ЛИТЕРАТОР
Всего он заходил ко мне четыре раза.,ЛИТЕРАТОР
В последний раз он припер с собой довольно объемистую рукопись -- страниц на двадцать.,ЛИТЕРАТОР
"Я тут же, при нем, прочел и просто побледнел от злости.",ЛИТЕРАТОР
"-- Это, -- говорю товарищ, ну, прямо ни к чортовой матери не годится. Надо же, наконец, понять. Не только печатать -- читать совестно. Возьмите обратно. И не приходите больше.",ЛИТЕРАТОР
Он строго посмотрел на меня и сказал:,ЛИТЕРАТОР
-- Дайте тогда расписку.,ЛИТЕРАТОР
-- Какую расписку?,ЛИТЕРАТОР
-- Да что не приняли?,ЛИТЕРАТОР
"-- Да на что, -- говорю, тебе, чудак-человек, расписка?",ЛИТЕРАТОР
"-- Да так, -- говорит, -- все-таки.",ЛИТЕРАТОР
"Я посмеялся, но расписку дал. Написал, что произведения писателя такого-то не подходят для печати за малограмотностью.",ЛИТЕРАТОР
Он поблагодарил меня и ушел со своей распиской.,ЛИТЕРАТОР
Дня через три он снова прибежал ко мне. Он был несколько не в себе.,ЛИТЕРАТОР
Он протянул назад свою расписку и сказал:,ЛИТЕРАТОР
-- Надо на бланке и чтоб печать. Нельзя такие расписки выдавать.,ЛИТЕРАТОР
"Тут я припер этого человека к стене. Я просто велел объяснить, на кой дьявол ему нужна расписка. Я ему сказал, что я человек частный и сам никаких печатей на руках не имею.",ЛИТЕРАТОР
"Тогда, несколько путаясь и сморкаясь в свою толстовку, он объяснил.",ЛИТЕРАТОР
"-- Что ж, -- сказал он, -- человек я, конечно, не богатый. Гуталин делаю. Производство, конечно, маленькое -- только что кормиться. И если, -- говорит, -- меня налогом обложить, то я в трубу свободно вылечу. Или за квартиру платить не могу, как торговец. А в доме говорят: ""Какая у тебя профессия? Какую тебе цену определить?"" Я говорю: ""Какая профессия -- литератор"". ""Неси, -- говорят, сукин сын, удостоверение. Фининспектор тоже с нас требует"". -- ""Бюрократизм, -- гозорю, -- какой. Ладно достану"". Чего теперь делать?",ЛИТЕРАТОР
"-- Да уж, -- говорю, -- не знаю.",ЛИТЕРАТОР
Он потоптался в нерешительности и ушел.,ЛИТЕРАТОР
"Фамилию свою он просил никому не говорить. Чорт с ним, не скажу.",ЛИТЕРАТОР
"Дело было, нельзя сказать, что запутанное. Все было дозольно-таки ясно и скучно.",СИЛА КРАСНОРЕЧИЯ
Преступник сознался в своей вине.,СИЛА КРАСНОРЕЧИЯ
"Да, действительно, он влез в чужую квартиру, придушил чуть не насмерть какую-то квартирную старушонку и унес два костюма, медную кастрюлю и еще какое-то барахло.",СИЛА КРАСНОРЕЧИЯ
Дело было плевое. Неинтересное.,СИЛА КРАСНОРЕЧИЯ
"Я хотел было уйти из зала суда, но пробраться было трудно. Много народу. К тому же, сосед мой, староватый гражданин с седыми усами, очень неприветливо буркнул, когда я заворочался на своем месте.",СИЛА КРАСНОРЕЧИЯ
"Я остался, поглядел на преступника. Тот сидел неподвижно. Глядел безучастно куда-то в сторону.",СИЛА КРАСНОРЕЧИЯ
"-- Интересно, сколько ему дадут?--сказал я.",СИЛА КРАСНОРЕЧИЯ
"-- Ничего интересного -- сказал старик, мой сосед, -- четыре года со строгой изоляцией.",СИЛА КРАСНОРЕЧИЯ
-- Почему вы так думаете?,СИЛА КРАСНОРЕЧИЯ
"-- Не думаю, -- строго сказал старик. -- Кодекс думает.",СИЛА КРАСНОРЕЧИЯ
Но вот вышел обвинитель. Он начал говорить с сильным душевным подъ-,СИЛА КРАСНОРЕЧИЯ
"емом. Много неподдельного гнева и презрения было и его словах. Он буквально растоптал преступника. Он сравнил его с самым последним дрянным мусором, который надо выкинуть без сожаления, Я давно не слышал такой превосходной речи. Публика сидела притихшая. Судьи внимательно слушали гневные слова прокурора.",СИЛА КРАСНОРЕЧИЯ
"Я поглядел на преступника. Низкий лоб. Тупая челюсть. Звериный взгляд. Да, действительно, форменный бандит. С каким страхом он глядел на говорившего!",СИЛА КРАСНОРЕЧИЯ
"-- Здорово кроет, -- сказал я. -- Как бы парня налево не послали, а?",СИЛА КРАСНОРЕЧИЯ
Как вы думаете? Высшую меру не могут дать?,СИЛА КРАСНОРЕЧИЯ
"-- Ерунда, -- сказал старик, -- четыре года со строгой изоляцией.",СИЛА КРАСНОРЕЧИЯ
Но вот прокурор кончил. После небольшого перерыва начал говорить защитник.,СИЛА КРАСНОРЕЧИЯ
Это был довольно молодой человек. Но сколько настоящего таланта было в нем! Какая сила красноречия! Какой неподдельной простотой и искренностью звучала вся его речь!,СИЛА КРАСНОРЕЧИЯ
Красноречие -- это большой дар. Это -- большое счастье обладать такой способностью покорять людей своими словами и диктовать им свои желания.,СИЛА КРАСНОРЕЧИЯ
Почти полтора часа говорил защитник.,СИЛА КРАСНОРЕЧИЯ
Публика дергалась на своих местах. Дамы глубоко вздыхали и пудрили вспотевшие от волнения носы. Некоторые слабонервные всхлипывали и сморкались. Сам председатель нервно барабанил пальцами по бумаге.,СИЛА КРАСНОРЕЧИЯ
"Преступник в совершенном обалдении, полураскрыв рот, глядел на своего благодетеля.",СИЛА КРАСНОРЕЧИЯ
"Да, конечно, защитник и не пытается отрицать его вину. Нет! Это всe так. Но не угодно ли заглянуть поглубже. Не угодно ли приподнять завесу, скрывающую тайники жизни. Да, преступник виновен, но нужно хоть раз с добрым сердцем взглянуть на этого человека, на его простое, наивное лицо.",СИЛА КРАСНОРЕЧИЯ
"Я снова посмотрел на преступника. В самом деле, а ведь лицо довольно простоватое. И лоб, как лоб. Не особенно низкий. И челюсть не так уж выдается. Подходящая челюсть. Прямо трудно поверить, что с такой, челюстью можно душить старушку.",СИЛА КРАСНОРЕЧИЯ
"-- А ведь парня-то, пожалуй, оправдают, -- сказал я, -- или дадут условно. Очень уж способно говорит защитник.",СИЛА КРАСНОРЕЧИЯ
"-- Ерунда, -- сказал старик, -- четыре года со строгой изоляцией.",СИЛА КРАСНОРЕЧИЯ
Но вот суд удалился на совещание.,СИЛА КРАСНОРЕЧИЯ
"Публика ходила по коридору, обсуждая прекрасную речь защитника. Многие предполагали, что более одного года условно не могут дать.",СИЛА КРАСНОРЕЧИЯ
Мои старик сосал небольшую трубку и сердито говорил в толпе:,СИЛА КРАСНОРЕЧИЯ
-- Ерунда! Четыре года со строгой изоляцией.,СИЛА КРАСНОРЕЧИЯ
"После долгого ожидания, суд вернулся в зал. Был оглашен приговор -- четыре года со строгой изоляцией.",СИЛА КРАСНОРЕЧИЯ
Конвойные тотчас окружили преступника и увели...,СИЛА КРАСНОРЕЧИЯ
Публика медленно расходилась.,СИЛА КРАСНОРЕЧИЯ
"В толпе я увидел своего старика. Он прищурил глаз и что-то бормотал. Наверное, он сказал:",СИЛА КРАСНОРЕЧИЯ
"-- Вот видите, я же говорил,",СИЛА КРАСНОРЕЧИЯ
Этот человек явно скептически относился к красноречию.,СИЛА КРАСНОРЕЧИЯ
"Я с ним не согласен. Мне нравится, когда о человеке много и подробно говорят. Все-таки меньше шансов ошибиться.",СИЛА КРАСНОРЕЧИЯ
"He знаю, как в других городах, а у нас, в Ленинграде, беспартийные очень в громадном почете.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"У нас беспартийных очень берегут, лелеют и даже поручают им разные ответственные партийные дела.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Не знаю, как в других городах, а у нас беспартийные иной раз даже партийных чистят. Ей-богу!",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Недавно у нас один беспартийный председателем был на партийной чистке. И ничего.,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Это было как-раз, когда ветеринарно-фельдшерскую школу чистили.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Действительно, ее очень спешно чистили. С одной стороны, надо ребятам в лагерь ехать, а с другой стороны -- чистка.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Тогда некоторые говорят:,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"-- Придется, безусловно, в две комиссии чистить. Пущай будут две комиссии и два председателя. Оно, может, побыстрей пойдет.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"И вот, конечно, организовали вторую комиссию. Остановка только за председателем.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Тогда первый председатель, один известный товарищ, бежит до телефона и вызывает с одного учреждения назначенного партийного товарища. Он вызывает этого партийного товарища и просит его в ударном порядке бросить всякие мирные дела и приехать.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Тут, конечно, происходила такая небольшая неувязка.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Заместо одного товарища вызывают как-раз другого. Или председатель запарился и не те звуки стал произносить или который вызывал -- ошибся. Только требуют до телефона одного беспартийного товарища.,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Фамилия партийного товарища была что-то в роде Миллер, а беспартийного -- вроде Швиллер. Одним словом, фамилии, безусловно, похожи. Ну, дело не в фамилии, а в факте.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"И вот подводят к телефону этого беспартийного Швиллера и говорят ему разные высокие ответственные слова. Дескать, будьте добры, пятое-десятое, приезжайте чистить и так далее.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Очень тут беспартийный товарищ Швиллер по началу оробел и забеспокоился от таких слов, начал отмахиваться, начал он за других хвататъся. Дескать, как это понять-- меня на чистку вызывают?",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Другие говорят:,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"-- Надо, безусловно, ехать, раз вызывают. Может, такая инструкция есть, чтобы беспартийные чистили. Поезжайте с богом.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Вот, значит, наш Швилер, или -- как его -- Швильдер, почистил ботинки и со скорбящей душой заспешил на ответственное дело.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Ну, приезжает. Скромно здоровкается. А ему стулья подвигают, чернильницу напротив его становят и разные ответственные партийные слова говорят.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"-- Будьте, говорят, любезны и так далее -- примите председательствование.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Наш голубчик, конечно, руками делает отвороты, дескать, ну как это можно? Разве я смею? Не извольте беспокоиться -- я и так посижу. И вообще, говорит, я извиняюсь, -- не только председателем, а я, говорит, и на собраньях-то никогда раньше не бывал. Не смешите меня! Ну, на него поглядели -- дескать, уставший товарищ отнекивается и... начали чистку.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"А надо сказать, что перед этим была совершенно непонятная ситуация.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Первый председатель отлично знал этого беспартийного. Он с ним поздоровался за ручку, угостил папироской и не обратил внимания на такое странное появление. Одним словом, в спешке запарился.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"И вот, не янаю, как в других городах, но у нас, в Ленинграде, беспартийный товарищ присел за стол, и началась чистка.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Полтора часа самосильно чистили. В конце концов, наш беспартийный осмелел и тоже начал разные гордые слова произносить. Только вдруг является настоящий партийный товарищ, и осе, конечно, разъясняется.",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Тут встает со своего почетного места наш беспартийный голубчик и скромно уходит без лишних слов.,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"--- До свидалия, говорит, я пойду!",НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Теперь эту чистку признали недействительной И мы с этим совершенно,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
то-есть согласны. Хотя нам и жалко которых чистили.,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
Шлем привет беспартийному товарищу.,НЕОБЫКНОВЕННАЯ ИСТОРИЯ
"Вот некоторые, конечно, специалистов поругивают.-- дескать, это вредители, спецы и так далее.",ЧЕСТНОЕ ДЕЛО
"А я, например, особенно худых специалистов не видел. Не приходилось.",ЧЕСТНОЕ ДЕЛО
"Наоборот, которых встречал, все были такие милые, особенные.",ЧЕСТНОЕ ДЕЛО
"Как, например, этим летом.",ЧЕСТНОЕ ДЕЛО
"У нас из коммунальной квартиры выехала на дачу одна семья. Папа, мама и ихнее чадо.",ЧЕСТНОЕ ДЕЛО
"Ну, выехали. Заперли на висячий замок свою комнатенку. Один ключ себе взяли, а другой, конечно, соседке отдали, -- мало ли чего случится. И отбыли.",ЧЕСТНОЕ ДЕЛО
"А надо сказать -- был у них в комнате инструмент -- рояль. Ну, обыкновенное пианино. Они его брали на прокат от Музпреда.",ЧЕСТНОЕ ДЕЛО
"Бралн они на прокат этот рояль для цели обучения своего оболтуса, который действительно бил по роялю со всей своей детской изворотливостью.",ЧЕСТНОЕ ДЕЛО
"И вот наступает лето, -- надо оболтуса на дачу везти.",ЧЕСТНОЕ ДЕЛО
"И, конечно, знаете, повезли.",ЧЕСТНОЕ ДЕЛО
"А этот рояль, или -- проще скажем -- пианино, заперли в комнате с разными другими вещицами и отбыли. Отдыхают они себе на даче. Вдруг, значит, является на ихнюю городскую квартиру специалист - настройщик роялей, присланный, конечно, своим учреждением.",ЧЕСТНОЕ ДЕЛО
"Конечно, соседка ему говорит: мол, сами уехадши до осени, рояль заперли и безусловно его настраивать не приходится.",ЧЕСТНОЕ ДЕЛО
Настройщик говорит:,ЧЕСТНОЕ ДЕЛО
"-- Это не мое постороннее дело входить в психологию отъезжающих. Раз, говорит, у меня на руках наряд, то я и должен этот наряд произвести, чтоб меня не согнали с места службы, как шахтинца или вредителя.",ЧЕСТНОЕ ДЕЛО
"И, значит, открыла ему дверь; он пиджачок скинул и начал разбирать это пианино, развинчивал всякие гаечки, штучки и гвоздики. Развинтил и начал свою какофонию. Часа два или три, как больной, определял разные звуки и мурыжил соседей. После расписались в его путевке, он очень просветлел, попрощался и отбыл.",ЧЕСТНОЕ ДЕЛО
Только проходит месяц -- снова является.,ЧЕСТНОЕ ДЕЛО
"Ну, как, говорит, мой рояль?",ЧЕСТНОЕ ДЕЛО
"-- Да ничего, говорят, стоит.",ЧЕСТНОЕ ДЕЛО
"-- Ну, говорит, я еще беспременно должен его настроить. У нас раз в месяц настраивают. Такой порядок.",ЧЕСТНОЕ ДЕЛО
"Начали его жильцы уговаривать и урезонивать. -- мол не надо. Комнатка, дескать, заперта.",ЧЕСТНОЕ ДЕЛО
Рояль еще два месяца будет стоять без движения. К чему такие лишние траты производить!,ЧЕСТНОЕ ДЕЛО
Уперся на своем.,ЧЕСТНОЕ ДЕЛО
"-- У меня, говорит, наряд на руках. Не просите. Не могу.",ЧЕСТНОЕ ДЕЛО
"Ну, опять развинтил рояль. Опять часа два назад свинчивал. Бренчал и звучал и на брюхе под рояль ползал.",ЧЕСТНОЕ ДЕЛО
"После попрощался и ушел, утомленный тяжелой специальностью.",ЧЕСТНОЕ ДЕЛО
На-днях он в третий раз приперся.,ЧЕСТНОЕ ДЕЛО
"-- Ну, как, говорит, не приехадши?",ЧЕСТНОЕ ДЕЛО
"-- Нет, говорят, на даче отдыхают!",ЧЕСТНОЕ ДЕЛО
"-- Ну, так я еще поднастрою. Приедут -- очень великолепно звучать им будет.",ЧЕСТНОЕ ДЕЛО
"И хотя ему объясняли и даже один наиболее горячий жилец хотел ему морду наколотить за потусторонние звуки, однако он дорвался до своего рояля и снова начал свои научные изыскания.",ЧЕСТНОЕ ДЕЛО
Сделал свое честное дело и ушел на своих интеллигентных ножках.,ЧЕСТНОЕ ДЕЛО
"Новый быт наступает, а многие родители еще и за ум не схватились.",НЕУВЯЗКА
"Многие родители еще называют своих детишек-- Коля, Петя, Андрюша и так далее.",НЕУВЯЗКА
"А через двадцать лет, когда, можно сказать, засияет жизнь, такие мещанские названия, как Петя, будут прямо убийственны.",НЕУВЯЗКА
"Безусловно, другие родители и рады бы сейчас давать новые имена, да, знаете, выбору маловато. Раз-два и обчелся. Да и неувязка может произойти. Как",НЕУВЯЗКА
у моих знакомых.,НЕУВЯЗКА
У моих знакомых в том сезоне родился мальчик.,НЕУВЯЗКА
"Родители, люди очень такие, что ли, передовые, обрадовались.",НЕУВЯЗКА
"-- Ага, говорят, уж в этом случае мы будем на высоте положения. Уж мы дадим ему настоящее название. Это будет не какой-нибудь Петя.",НЕУВЯЗКА
"Начали они думать, как назвать. Два дня думали и глядели в календари, на третий прямо захворали. Не могут придумать подходящего красивого названия.",НЕУВЯЗКА
Вдруг приходит ихний сосед. .,НЕУВЯЗКА
"-- Да вы, говорит, откройте любой политсловарь и хватайте оттуда какую-нибудь выдающуюся фа|милию. И называйте этой фамилией свою невинную крошку.",НЕУВЯЗКА
"Развернули родителя словарь. Словарь впоследствии оказался ""Походным политсловарем"".",НЕУВЯЗКА
"Видят--симпатичная, красивая фамилия -- Жорес. Читают: ""Вождь социалистического движения во Франции... Предательски убит из-за угла"".",НЕУВЯЗКА
"Думают: подходящее. Пущай мальчик будет Жорес, в честь героя Жореса. Ура! ..",НЕУВЯЗКА
"И назвали своего мальчика этим именем. Зарегистрировали его, конечно, и стали называть Жоря.",НЕУВЯЗКА
"Вдруг приходят к ним гости. И между прочим братишка жены, комсомолец Паша К -- ов.",НЕУВЯЗКА
Паша говорит:,НЕУВЯЗКА
"-- Да, говорит, имячко вы дали довольно странное, если не сказать больше...",НЕУВЯЗКА
И сам усмехается.,НЕУВЯЗКА
-- А что? -- говорят.,НЕУВЯЗКА
"-- Да как же, говорит. Жорес, говорит, хотя к был социалистом, но он был врагом коммунизма. Он деятель   интернационала. Он вроде как меньшевик. Ну и дали вы имячко, поздравляю, милые родители!",НЕУВЯЗКА
Тут родители растерялись. Развернули словарь-- социалист. На Пашку поглядят -- Пашка усмехается.,НЕУВЯЗКА
Начали родители огорчаться. Начали ахать и за мальчика своего хвататься.,НЕУВЯЗКА
Мамаша говорит:,НЕУВЯЗКА
"-- Это такая неувязка произошла. Хорошо, что сын маленький, а то бы ему неловко было такое меньшевистское название иметь.",НЕУВЯЗКА
Отец говорит:,НЕУВЯЗКА
-- Надо завтра побежать в ЗАГС --поменять имя. Пущай назовем хотя бы Магний.,НЕУВЯЗКА
"И, значит, на другой день побежала мамаша со своим младенцем в ЗАГС.",НЕУВЯЗКА
"-- Так и так, говорит, будьте любезны, а то прямо скандал...",НЕУВЯЗКА
Там ей отвечают:,НЕУВЯЗКА
