title,words,n,n_text
KING RICHARD THE THIRD,sheweth,1,1
KING RICHARD THE THIRD,should'red,1,1
KING RICHARD THE THIRD,sleep's,1,1
KING RICHARD THE THIRD,sleeper,1,1
KING RICHARD THE THIRD,snarling,1,1
KING RICHARD THE THIRD,sov'reign's,1,1
KING RICHARD THE THIRD,spicery,1,1
KING RICHARD THE THIRD,splinter'd,1,1
KING RICHARD THE THIRD,stabb'dst,1,1
KING RICHARD THE THIRD,stall'd,1,1
KING RICHARD THE THIRD,stanley's,1,1
KING RICHARD THE THIRD,star'd,1,1
KING RICHARD THE THIRD,stormed,1,1
KING RICHARD THE THIRD,stragglers,1,1
KING RICHARD THE THIRD,straitly,1,1
KING RICHARD THE THIRD,stratford,1,1
KING RICHARD THE THIRD,strew'st,1,1
KING RICHARD THE THIRD,suborn,1,1
KING RICHARD THE THIRD,suckers,1,1
KING RICHARD THE THIRD,sunrising,1,1
KING RICHARD THE THIRD,supposest,1,1
KING RICHARD THE THIRD,swallow's,1,1
KING RICHARD THE THIRD,swills,1,1
KING RICHARD THE THIRD,talkers,1,1
KING RICHARD THE THIRD,thraldom,1,1
KING RICHARD THE THIRD,timorously,1,1
KING RICHARD THE THIRD,traditional,1,1
KING RICHARD THE THIRD,tragedian,1,1
KING RICHARD THE THIRD,tressel,1,1
KING RICHARD THE THIRD,troublest,1,1
KING RICHARD THE THIRD,trough,1,1
KING RICHARD THE THIRD,unadvisedly,1,1
KING RICHARD THE THIRD,unblown,1,1
KING RICHARD THE THIRD,uncharitably,1,1
KING RICHARD THE THIRD,unexamin'd,1,1
KING RICHARD THE THIRD,unfashionable,1,1
KING RICHARD THE THIRD,unmannerd,1,1
KING RICHARD THE THIRD,unmindfull,1,1
KING RICHARD THE THIRD,unmoan'd,1,1
KING RICHARD THE THIRD,unpossess'd,1,1
KING RICHARD THE THIRD,unresolv'd,1,1
KING RICHARD THE THIRD,unripp'dst,1,1
KING RICHARD THE THIRD,unsway'd,1,1
KING RICHARD THE THIRD,untir'd,1,1
KING RICHARD THE THIRD,untouch'd,1,1
KING RICHARD THE THIRD,untroubled,1,1
KING RICHARD THE THIRD,unvalued,1,1
KING RICHARD THE THIRD,vagabonds,1,1
KING RICHARD THE THIRD,victims,1,1
KING RICHARD THE THIRD,victoress,1,1
KING RICHARD THE THIRD,vizor,1,1
KING RICHARD THE THIRD,vomits,1,1
KING RICHARD THE THIRD,wed'st,1,1
KING RICHARD THE THIRD,weeder,1,1
KING RICHARD THE THIRD,welcomer,1,1
KING RICHARD THE THIRD,where't,1,1
KING RICHARD THE THIRD,whet'st,1,1
KING RICHARD THE THIRD,whirl'd,1,1
KING RICHARD THE THIRD,wilfull,1,1
KING RICHARD THE THIRD,wooer's,1,1
KING RICHARD THE THIRD,worry,1,1
KING RICHARD THE THIRD,worshipfully,1,1
KING RICHARD THE THIRD,wrecks,1,1
KING RICHARD THE THIRD,wretched'st,1,1
LOVE’S LABOUR’S LOST,berowne,26,1
LOVE’S LABOUR’S LOST,l'envoy,16,1
LOVE’S LABOUR’S LOST,boyet,12,1
LOVE’S LABOUR’S LOST,navarre,12,1
LOVE’S LABOUR’S LOST,longaville,11,1
LOVE’S LABOUR’S LOST,dumain,10,1
LOVE’S LABOUR’S LOST,jaquenetta,9,1
LOVE’S LABOUR’S LOST,aquitaine,8,1
LOVE’S LABOUR’S LOST,alisander,6,1
LOVE’S LABOUR’S LOST,pricket,6,1
LOVE’S LABOUR’S LOST,maccabaeus,5,1
LOVE’S LABOUR’S LOST,vizard,5,1
LOVE’S LABOUR’S LOST,credo,4,1
LOVE’S LABOUR’S LOST,gardon,4,1
LOVE’S LABOUR’S LOST,haud,4,1
LOVE’S LABOUR’S LOST,russians,4,1
LOVE’S LABOUR’S LOST,beamed,3,1
LOVE’S LABOUR’S LOST,dictynna,3,1
LOVE’S LABOUR’S LOST,farthing,3,1
LOVE’S LABOUR’S LOST,gig,3,1
LOVE’S LABOUR’S LOST,mantuan,3,1
LOVE’S LABOUR’S LOST,penn'd,3,1
LOVE’S LABOUR’S LOST,quis,3,1
LOVE’S LABOUR’S LOST,shooter,3,1
LOVE’S LABOUR’S LOST,sorel,3,1
LOVE’S LABOUR’S LOST,study's,3,1
LOVE’S LABOUR’S LOST,talent,3,1
LOVE’S LABOUR’S LOST,academes,2,1
LOVE’S LABOUR’S LOST,acute,2,1
LOVE’S LABOUR’S LOST,adramadio,2,1
LOVE’S LABOUR’S LOST,allusion,2,1
LOVE’S LABOUR’S LOST,ates,2,1
LOVE’S LABOUR’S LOST,ba,2,1
LOVE’S LABOUR’S LOST,bene,2,1
LOVE’S LABOUR’S LOST,chirrah,2,1
LOVE’S LABOUR’S LOST,complements,2,1
LOVE’S LABOUR’S LOST,congruent,2,1
LOVE’S LABOUR’S LOST,draweth,2,1
LOVE’S LABOUR’S LOST,fool'ry,2,1
LOVE’S LABOUR’S LOST,holofernes,2,1
LOVE’S LABOUR’S LOST,incony,2,1
LOVE’S LABOUR’S LOST,insociable,2,1
LOVE’S LABOUR’S LOST,jude,2,1
LOVE’S LABOUR’S LOST,l,2,1
LOVE’S LABOUR’S LOST,magnificent,2,1
LOVE’S LABOUR’S LOST,muscovites,2,1
LOVE’S LABOUR’S LOST,naso,2,1
LOVE’S LABOUR’S LOST,omne,2,1
LOVE’S LABOUR’S LOST,perge,2,1
LOVE’S LABOUR’S LOST,posterior,2,1
LOVE’S LABOUR’S LOST,scurrility,2,1
LOVE’S LABOUR’S LOST,solomon,2,1
LOVE’S LABOUR’S LOST,surnam'd,2,1
LOVE’S LABOUR’S LOST,tallest,2,1
LOVE’S LABOUR’S LOST,ti,2,1
LOVE’S LABOUR’S LOST,veal,2,1
LOVE’S LABOUR’S LOST,venetia,2,1
LOVE’S LABOUR’S LOST,votaries,2,1
LOVE’S LABOUR’S LOST,whereuntil,2,1
LOVE’S LABOUR’S LOST,abbominable,1,1
LOVE’S LABOUR’S LOST,abbreviated,1,1
LOVE’S LABOUR’S LOST,abhominable,1,1
LOVE’S LABOUR’S LOST,abrogate,1,1
LOVE’S LABOUR’S LOST,academe,1,1
LOVE’S LABOUR’S LOST,acquittances,1,1
LOVE’S LABOUR’S LOST,adriano,1,1
LOVE’S LABOUR’S LOST,aforehand,1,1
LOVE’S LABOUR’S LOST,alencon's,1,1
LOVE’S LABOUR’S LOST,annothanize,1,1
LOVE’S LABOUR’S LOST,apollo's,1,1
LOVE’S LABOUR’S LOST,apostrophas,1,1
LOVE’S LABOUR’S LOST,arinado's,1,1
LOVE’S LABOUR’S LOST,armado's,1,1
LOVE’S LABOUR’S LOST,arteries,1,1
LOVE’S LABOUR’S LOST,bandied,1,1
LOVE’S LABOUR’S LOST,bedecking,1,1
LOVE’S LABOUR’S LOST,beholdest,1,1
LOVE’S LABOUR’S LOST,bepray,1,1
LOVE’S LABOUR’S LOST,bere,1,1
LOVE’S LABOUR’S LOST,berowne's,1,1
LOVE’S LABOUR’S LOST,beseemeth,1,1
LOVE’S LABOUR’S LOST,bis,1,1
LOVE’S LABOUR’S LOST,bleach,1,1
LOVE’S LABOUR’S LOST,bowler,1,1
LOVE’S LABOUR’S LOST,brooding,1,1
LOVE’S LABOUR’S LOST,buttonhole,1,1
LOVE’S LABOUR’S LOST,cadence,1,1
LOVE’S LABOUR’S LOST,caelo,1,1
LOVE’S LABOUR’S LOST,cain's,1,1
LOVE’S LABOUR’S LOST,canus,1,1
LOVE’S LABOUR’S LOST,canzonet,1,1
LOVE’S LABOUR’S LOST,caper'd,1,1
LOVE’S LABOUR’S LOST,captivated,1,1
LOVE’S LABOUR’S LOST,cauf,1,1
LOVE’S LABOUR’S LOST,chapmen's,1,1
LOVE’S LABOUR’S LOST,chi,1,1
LOVE’S LABOUR’S LOST,chucks,1,1
LOVE’S LABOUR’S LOST,circa,1,1
LOVE’S LABOUR’S LOST,circum,1,1
LOVE’S LABOUR’S LOST,cittern,1,1
LOVE’S LABOUR’S LOST,clepeth,1,1
LOVE’S LABOUR’S LOST,cloves,1,1
LOVE’S LABOUR’S LOST,cockled,1,1
LOVE’S LABOUR’S LOST,coctus,1,1
LOVE’S LABOUR’S LOST,codpieces,1,1
LOVE’S LABOUR’S LOST,coesar's,1,1
LOVE’S LABOUR’S LOST,collusion,1,1
LOVE’S LABOUR’S LOST,colourable,1,1
LOVE’S LABOUR’S LOST,columbine,1,1
LOVE’S LABOUR’S LOST,compar'd,1,1
LOVE’S LABOUR’S LOST,compil'd,1,1
LOVE’S LABOUR’S LOST,conceit's,1,1
LOVE’S LABOUR’S LOST,concolinel,1,1
LOVE’S LABOUR’S LOST,congratulate,1,1
LOVE’S LABOUR’S LOST,consonant,1,1
LOVE’S LABOUR’S LOST,coppice,1,1
LOVE’S LABOUR’S LOST,count'nance,1,1
LOVE’S LABOUR’S LOST,cradle's,1,1
LOVE’S LABOUR’S LOST,crushest,1,1
LOVE’S LABOUR’S LOST,damosella,1,1
LOVE’S LABOUR’S LOST,dan,1,1
LOVE’S LABOUR’S LOST,deaf'd,1,1
LOVE’S LABOUR’S LOST,decides,1,1
LOVE’S LABOUR’S LOST,deckt,1,1
LOVE’S LABOUR’S LOST,declares,1,1
LOVE’S LABOUR’S LOST,deo,1,1
LOVE’S LABOUR’S LOST,dependents,1,1
LOVE’S LABOUR’S LOST,desir'st,1,1
LOVE’S LABOUR’S LOST,det,1,1
LOVE’S LABOUR’S LOST,deuce,1,1
LOVE’S LABOUR’S LOST,disclosed,1,1
LOVE’S LABOUR’S LOST,dismask'd,1,1
LOVE’S LABOUR’S LOST,domineering,1,1
LOVE’S LABOUR’S LOST,dominical,1,1
LOVE’S LABOUR’S LOST,doters,1,1
LOVE’S LABOUR’S LOST,educate,1,1
LOVE’S LABOUR’S LOST,educated,1,1
LOVE’S LABOUR’S LOST,egma,1,1
LOVE’S LABOUR’S LOST,el,1,1
LOVE’S LABOUR’S LOST,elegancy,1,1
LOVE’S LABOUR’S LOST,enforcest,1,1
LOVE’S LABOUR’S LOST,enfreedoming,1,1
LOVE’S LABOUR’S LOST,enjoined,1,1
LOVE’S LABOUR’S LOST,epitheton,1,1
LOVE’S LABOUR’S LOST,ethiopes,1,1
LOVE’S LABOUR’S LOST,exhal'st,1,1
LOVE’S LABOUR’S LOST,expositor,1,1
LOVE’S LABOUR’S LOST,facere,1,1
LOVE’S LABOUR’S LOST,fairings,1,1
LOVE’S LABOUR’S LOST,fanatical,1,1
LOVE’S LABOUR’S LOST,farborough,1,1
LOVE’S LABOUR’S LOST,fashion's,1,1
LOVE’S LABOUR’S LOST,fauste,1,1
LOVE’S LABOUR’S LOST,feminine,1,1
LOVE’S LABOUR’S LOST,festinately,1,1
LOVE’S LABOUR’S LOST,firework,1,1
LOVE’S LABOUR’S LOST,fleer'd,1,1
LOVE’S LABOUR’S LOST,folio,1,1
LOVE’S LABOUR’S LOST,fost'ring,1,1
LOVE’S LABOUR’S LOST,frances,1,1
LOVE’S LABOUR’S LOST,fructify,1,1
LOVE’S LABOUR’S LOST,fulfils,1,1
LOVE’S LABOUR’S LOST,garnished,1,1
LOVE’S LABOUR’S LOST,gaudeo,1,1
LOVE’S LABOUR’S LOST,gelida,1,1
LOVE’S LABOUR’S LOST,glass'd,1,1
LOVE’S LABOUR’S LOST,glozes,1,1
LOVE’S LABOUR’S LOST,gravities,1,1
LOVE’S LABOUR’S LOST,gravity's,1,1
LOVE’S LABOUR’S LOST,greasily,1,1
LOVE’S LABOUR’S LOST,grievest,1,1
LOVE’S LABOUR’S LOST,guerra,1,1
LOVE’S LABOUR’S LOST,guinever,1,1
LOVE’S LABOUR’S LOST,hackney,1,1
LOVE’S LABOUR’S LOST,harper's,1,1
LOVE’S LABOUR’S LOST,hauf,1,1
LOVE’S LABOUR’S LOST,hearings,1,1
LOVE’S LABOUR’S LOST,heat'st,1,1
LOVE’S LABOUR’S LOST,heauties,1,1
LOVE’S LABOUR’S LOST,hereupon,1,1
LOVE’S LABOUR’S LOST,hominem,1,1
LOVE’S LABOUR’S LOST,honorificabilitudinitatibus,1,1
LOVE’S LABOUR’S LOST,hornbook,1,1
LOVE’S LABOUR’S LOST,hospital,1,1
LOVE’S LABOUR’S LOST,house's,1,1
LOVE’S LABOUR’S LOST,hunteth,1,1
LOVE’S LABOUR’S LOST,ideas,1,1
LOVE’S LABOUR’S LOST,imitari,1,1
LOVE’S LABOUR’S LOST,imperator,1,1
LOVE’S LABOUR’S LOST,impudency,1,1
LOVE’S LABOUR’S LOST,indubitate,1,1
LOVE’S LABOUR’S LOST,infamonize,1,1
LOVE’S LABOUR’S LOST,insanie,1,1
LOVE’S LABOUR’S LOST,insinuateth,1,1
LOVE’S LABOUR’S LOST,intellects,1,1
LOVE’S LABOUR’S LOST,intelligis,1,1
LOVE’S LABOUR’S LOST,intelligo,1,1
LOVE’S LABOUR’S LOST,interruptest,1,1
LOVE’S LABOUR’S LOST,intimation,1,1
LOVE’S LABOUR’S LOST,intitled,1,1
LOVE’S LABOUR’S LOST,iscariot,1,1
LOVE’S LABOUR’S LOST,jaquenetta's,1,1
LOVE’S LABOUR’S LOST,jerks,1,1
LOVE’S LABOUR’S LOST,jest's,1,1
LOVE’S LABOUR’S LOST,joshua,1,1
LOVE’S LABOUR’S LOST,jud,1,1
LOVE’S LABOUR’S LOST,junior,1,1
LOVE’S LABOUR’S LOST,laus,1,1
LOVE’S LABOUR’S LOST,lege,1,1
LOVE’S LABOUR’S LOST,lemon,1,1
LOVE’S LABOUR’S LOST,lett'red,1,1
LOVE’S LABOUR’S LOST,libbard's,1,1
LOVE’S LABOUR’S LOST,loiterers,1,1
LOVE’S LABOUR’S LOST,loquitur,1,1
LOVE’S LABOUR’S LOST,luna,1,1
LOVE’S LABOUR’S LOST,maggot,1,1
LOVE’S LABOUR’S LOST,manus,1,1
LOVE’S LABOUR’S LOST,marcade,1,1
LOVE’S LABOUR’S LOST,marian's,1,1
LOVE’S LABOUR’S LOST,mast'red,1,1
LOVE’S LABOUR’S LOST,may's,1,1
LOVE’S LABOUR’S LOST,measurable,1,1
LOVE’S LABOUR’S LOST,mediterraneum,1,1
LOVE’S LABOUR’S LOST,meekly,1,1
LOVE’S LABOUR’S LOST,mehercle,1,1
LOVE’S LABOUR’S LOST,mellowing,1,1
LOVE’S LABOUR’S LOST,merriness,1,1
LOVE’S LABOUR’S LOST,metheglin,1,1
LOVE’S LABOUR’S LOST,minime,1,1
LOVE’S LABOUR’S LOST,misbecom'd,1,1
LOVE’S LABOUR’S LOST,monarcho,1,1
LOVE’S LABOUR’S LOST,money's,1,1
LOVE’S LABOUR’S LOST,mons,1,1
LOVE’S LABOUR’S LOST,muscovits,1,1
LOVE’S LABOUR’S LOST,muscovy,1,1
LOVE’S LABOUR’S LOST,nebour,1,1
LOVE’S LABOUR’S LOST,nipp'd,1,1
LOVE’S LABOUR’S LOST,noes,1,1
LOVE’S LABOUR’S LOST,novi,1,1
LOVE’S LABOUR’S LOST,novum,1,1
LOVE’S LABOUR’S LOST,o'ergone,1,1
LOVE’S LABOUR’S LOST,o'erparted,1,1
LOVE’S LABOUR’S LOST,o'ershot,1,1
LOVE’S LABOUR’S LOST,o'ersway,1,1
LOVE’S LABOUR’S LOST,o's,1,1
LOVE’S LABOUR’S LOST,oaten,1,1
LOVE’S LABOUR’S LOST,ode,1,1
LOVE’S LABOUR’S LOST,op'ning,1,1
LOVE’S LABOUR’S LOST,ostentare,1,1
LOVE’S LABOUR’S LOST,outfac'd,1,1
LOVE’S LABOUR’S LOST,overglance,1,1
LOVE’S LABOUR’S LOST,overhead,1,1
LOVE’S LABOUR’S LOST,ovidius,1,1
LOVE’S LABOUR’S LOST,pained,1,1
LOVE’S LABOUR’S LOST,parfect,1,1
LOVE’S LABOUR’S LOST,paritors,1,1
LOVE’S LABOUR’S LOST,parson's,1,1
LOVE’S LABOUR’S LOST,part'st,1,1
LOVE’S LABOUR’S LOST,paunches,1,1
LOVE’S LABOUR’S LOST,pease,1,1
LOVE’S LABOUR’S LOST,pecus,1,1
LOVE’S LABOUR’S LOST,pedantical,1,1
LOVE’S LABOUR’S LOST,pencils,1,1
LOVE’S LABOUR’S LOST,peregrinate,1,1
LOVE’S LABOUR’S LOST,perigort,1,1
LOVE’S LABOUR’S LOST,pers,1,1
LOVE’S LABOUR’S LOST,pertaunt,1,1
LOVE’S LABOUR’S LOST,phantasime,1,1
LOVE’S LABOUR’S LOST,phantasimes,1,1
LOVE’S LABOUR’S LOST,plodders,1,1
LOVE’S LABOUR’S LOST,plodding,1,1
LOVE’S LABOUR’S LOST,ploughmen's,1,1
LOVE’S LABOUR’S LOST,poleaxe,1,1
LOVE’S LABOUR’S LOST,polusion,1,1
LOVE’S LABOUR’S LOST,pomewater,1,1
LOVE’S LABOUR’S LOST,pommel,1,1
LOVE’S LABOUR’S LOST,pompion,1,1
LOVE’S LABOUR’S LOST,posteriors,1,1
LOVE’S LABOUR’S LOST,practisers,1,1
LOVE’S LABOUR’S LOST,preambulate,1,1
LOVE’S LABOUR’S LOST,precor,1,1
LOVE’S LABOUR’S LOST,prepost'rous,1,1
LOVE’S LABOUR’S LOST,pretia,1,1
LOVE’S LABOUR’S LOST,preyful,1,1
LOVE’S LABOUR’S LOST,prick't,1,1
LOVE’S LABOUR’S LOST,priscian,1,1
LOVE’S LABOUR’S LOST,prodigally,1,1
LOVE’S LABOUR’S LOST,progression,1,1
LOVE’S LABOUR’S LOST,pueritia,1,1
LOVE’S LABOUR’S LOST,purifies,1,1
LOVE’S LABOUR’S LOST,pursents,1,1
LOVE’S LABOUR’S LOST,quando,1,1
LOVE’S LABOUR’S LOST,quare,1,1
LOVE’S LABOUR’S LOST,quasi,1,1
LOVE’S LABOUR’S LOST,quoniam,1,1
LOVE’S LABOUR’S LOST,rackers,1,1
LOVE’S LABOUR’S LOST,ratherest,1,1
LOVE’S LABOUR’S LOST,razor's,1,1
LOVE’S LABOUR’S LOST,reject,1,1
LOVE’S LABOUR’S LOST,rejoiceth,1,1
LOVE’S LABOUR’S LOST,repasture,1,1
LOVE’S LABOUR’S LOST,retails,1,1
LOVE’S LABOUR’S LOST,revolutions,1,1
LOVE’S LABOUR’S LOST,rewarding,1,1
LOVE’S LABOUR’S LOST,ridest,1,1
LOVE’S LABOUR’S LOST,roes,1,1
LOVE’S LABOUR’S LOST,rubb'd,1,1
LOVE’S LABOUR’S LOST,ruminat,1,1
LOVE’S LABOUR’S LOST,sain,1,1
LOVE’S LABOUR’S LOST,samson's,1,1
LOVE’S LABOUR’S LOST,sanguis,1,1
LOVE’S LABOUR’S LOST,sapit,1,1
LOVE’S LABOUR’S LOST,satis,1,1
LOVE’S LABOUR’S LOST,saturday,1,1
LOVE’S LABOUR’S LOST,saucers,1,1
LOVE’S LABOUR’S LOST,savouring,1,1
LOVE’S LABOUR’S LOST,scythe's,1,1
LOVE’S LABOUR’S LOST,seller's,1,1
LOVE’S LABOUR’S LOST,sheeps,1,1
LOVE’S LABOUR’S LOST,shin'st,1,1
LOVE’S LABOUR’S LOST,shrows,1,1
LOVE’S LABOUR’S LOST,significant,1,1
LOVE’S LABOUR’S LOST,singuled,1,1
LOVE’S LABOUR’S LOST,skilfully,1,1
LOVE’S LABOUR’S LOST,snails,1,1
LOVE’S LABOUR’S LOST,snuff'd,1,1
LOVE’S LABOUR’S LOST,sonneting,1,1
LOVE’S LABOUR’S LOST,spaniard's,1,1
LOVE’S LABOUR’S LOST,speaker's,1,1
LOVE’S LABOUR’S LOST,specialties,1,1
LOVE’S LABOUR’S LOST,spelt,1,1
LOVE’S LABOUR’S LOST,sphinx,1,1
LOVE’S LABOUR’S LOST,squier,1,1
LOVE’S LABOUR’S LOST,standest,1,1
LOVE’S LABOUR’S LOST,stanze,1,1
LOVE’S LABOUR’S LOST,staple,1,1
LOVE’S LABOUR’S LOST,strictest,1,1
LOVE’S LABOUR’S LOST,students,1,1
LOVE’S LABOUR’S LOST,sufficit,1,1
LOVE’S LABOUR’S LOST,superscript,1,1
LOVE’S LABOUR’S LOST,surmounted,1,1
LOVE’S LABOUR’S LOST,surveyest,1,1
LOVE’S LABOUR’S LOST,tanquam,1,1
LOVE’S LABOUR’S LOST,targe,1,1
LOVE’S LABOUR’S LOST,tasker,1,1
LOVE’S LABOUR’S LOST,temp'red,1,1
LOVE’S LABOUR’S LOST,tittles,1,1
LOVE’S LABOUR’S LOST,translation,1,1
LOVE’S LABOUR’S LOST,treys,1,1
LOVE’S LABOUR’S LOST,triumviry,1,1
LOVE’S LABOUR’S LOST,tumbler's,1,1
LOVE’S LABOUR’S LOST,twelvemonth's,1,1
LOVE’S LABOUR’S LOST,tyburn,1,1
LOVE’S LABOUR’S LOST,u,1,1
LOVE’S LABOUR’S LOST,umbra,1,1
LOVE’S LABOUR’S LOST,unbefitting,1,1
LOVE’S LABOUR’S LOST,unbosom,1,1
LOVE’S LABOUR’S LOST,uncasing,1,1
LOVE’S LABOUR’S LOST,understandeth,1,1
LOVE’S LABOUR’S LOST,undressed,1,1
LOVE’S LABOUR’S LOST,uneducated,1,1
LOVE’S LABOUR’S LOST,unguem,1,1
LOVE’S LABOUR’S LOST,unpolished,1,1
LOVE’S LABOUR’S LOST,unseeming,1,1
LOVE’S LABOUR’S LOST,unsullied,1,1
LOVE’S LABOUR’S LOST,untrained,1,1
LOVE’S LABOUR’S LOST,unvisited,1,1
LOVE’S LABOUR’S LOST,uprising,1,1
LOVE’S LABOUR’S LOST,upshoot,1,1
LOVE’S LABOUR’S LOST,ushered,1,1
LOVE’S LABOUR’S LOST,ushering,1,1
LOVE’S LABOUR’S LOST,vara,1,1
LOVE’S LABOUR’S LOST,vede,1,1
LOVE’S LABOUR’S LOST,veni,1,1
LOVE’S LABOUR’S LOST,venit,1,1
LOVE’S LABOUR’S LOST,ventricle,1,1
LOVE’S LABOUR’S LOST,venue,1,1
LOVE’S LABOUR’S LOST,verbosity,1,1
LOVE’S LABOUR’S LOST,vicegerent,1,1
LOVE’S LABOUR’S LOST,vici,1,1
LOVE’S LABOUR’S LOST,video,1,1
LOVE’S LABOUR’S LOST,videsne,1,1
LOVE’S LABOUR’S LOST,vidi,1,1
LOVE’S LABOUR’S LOST,violates,1,1
LOVE’S LABOUR’S LOST,vir,1,1
LOVE’S LABOUR’S LOST,vocatur,1,1
LOVE’S LABOUR’S LOST,volable,1,1
LOVE’S LABOUR’S LOST,vowels,1,1
LOVE’S LABOUR’S LOST,weeding,1,1
LOVE’S LABOUR’S LOST,whitely,1,1
LOVE’S LABOUR’S LOST,wimpled,1,1
LOVE’S LABOUR’S LOST,wondered,1,1
LOVE’S LABOUR’S LOST,woolward,1,1
LOVE’S LABOUR’S LOST,wort,1,1
LOVE’S LABOUR’S LOST,worthy's,1,1
LOVE’S LABOUR’S LOST,ycleped,1,1
LOVE’S LABOUR’S LOST,ycliped,1,1
LOVE’S LABOUR’S LOST,ye'll,1,1
LOVE’S LABOUR’S LOST,yeas,1,1
LOVE’S LABOUR’S LOST,zany,1,1
LOVE’S LABOUR’S LOST,zenelophon,1,1
MEASURE FOR MEASURE,provost,24,1
MEASURE FOR MEASURE,barnardine,15,1
MEASURE FOR MEASURE,claudio's,6,1
MEASURE FOR MEASURE,isabella,5,1
MEASURE FOR MEASURE,abhorson,3,1
MEASURE FOR MEASURE,angelo's,3,1
MEASURE FOR MEASURE,ragozine,3,1
MEASURE FOR MEASURE,elbow's,2,1
MEASURE FOR MEASURE,guiltier,2,1
MEASURE FOR MEASURE,inquir'd,2,1
MEASURE FOR MEASURE,mariana's,2,1
MEASURE FOR MEASURE,moated,2,1
MEASURE FOR MEASURE,overdone's,2,1
MEASURE FOR MEASURE,shy,2,1
MEASURE FOR MEASURE,warrant's,2,1
MEASURE FOR MEASURE,ability's,1,1
MEASURE FOR MEASURE,accommodations,1,1
MEASURE FOR MEASURE,adoptedly,1,1
MEASURE FOR MEASURE,advantaged,1,1
MEASURE FOR MEASURE,advertising,1,1
MEASURE FOR MEASURE,advisings,1,1
MEASURE FOR MEASURE,affianc'd,1,1
MEASURE FOR MEASURE,affianced,1,1
MEASURE FOR MEASURE,attorney'd,1,1
MEASURE FOR MEASURE,austereness,1,1
MEASURE FOR MEASURE,aves,1,1
MEASURE FOR MEASURE,awakens,1,1
MEASURE FOR MEASURE,balanc'd,1,1
MEASURE FOR MEASURE,bar'd,1,1
MEASURE FOR MEASURE,barber's,1,1
MEASURE FOR MEASURE,barnardine's,1,1
MEASURE FOR MEASURE,bawd's,1,1
MEASURE FOR MEASURE,beastliest,1,1
MEASURE FOR MEASURE,believ'st,1,1
MEASURE FOR MEASURE,belock'd,1,1
MEASURE FOR MEASURE,belongings,1,1
MEASURE FOR MEASURE,billets,1,1
MEASURE FOR MEASURE,binding,1,1
MEASURE FOR MEASURE,blister'd,1,1
MEASURE FOR MEASURE,bood,1,1
MEASURE FOR MEASURE,bringings,1,1
MEASURE FOR MEASURE,burgher,1,1
MEASURE FOR MEASURE,cardinally,1,1
MEASURE FOR MEASURE,carman,1,1
MEASURE FOR MEASURE,carnally,1,1
MEASURE FOR MEASURE,causest,1,1
MEASURE FOR MEASURE,characts,1,1
MEASURE FOR MEASURE,cheaper,1,1
MEASURE FOR MEASURE,china,1,1
MEASURE FOR MEASURE,chopp'd,1,1
MEASURE FOR MEASURE,circummur'd,1,1
MEASURE FOR MEASURE,clack,1,1
MEASURE FOR MEASURE,clare,1,1
MEASURE FOR MEASURE,coher'd,1,1
MEASURE FOR MEASURE,combinate,1,1
MEASURE FOR MEASURE,conclud'st,1,1
MEASURE FOR MEASURE,concupiscible,1,1
MEASURE FOR MEASURE,confiscation,1,1
MEASURE FOR MEASURE,confixed,1,1
MEASURE FOR MEASURE,conserve,1,1
MEASURE FOR MEASURE,constable's,1,1
MEASURE FOR MEASURE,contended,1,1
MEASURE FOR MEASURE,contracting,1,1
MEASURE FOR MEASURE,copperspur,1,1
MEASURE FOR MEASURE,corn's,1,1
MEASURE FOR MEASURE,damned'st,1,1
MEASURE FOR MEASURE,deepvow,1,1
MEASURE FOR MEASURE,definitive,1,1
MEASURE FOR MEASURE,deflow'red,1,1
MEASURE FOR MEASURE,denunciation,1,1
MEASURE FOR MEASURE,dependant,1,1
MEASURE FOR MEASURE,dependent,1,1
MEASURE FOR MEASURE,deputed,1,1
MEASURE FOR MEASURE,disguiser,1,1
MEASURE FOR MEASURE,dispenses,1,1
MEASURE FOR MEASURE,dispossessing,1,1
MEASURE FOR MEASURE,disproved,1,1
MEASURE FOR MEASURE,disvalued,1,1
MEASURE FOR MEASURE,disvouch'd,1,1
MEASURE FOR MEASURE,dizy,1,1
MEASURE FOR MEASURE,doubleness,1,1
MEASURE FOR MEASURE,drabs,1,1
MEASURE FOR MEASURE,dribbling,1,1
MEASURE FOR MEASURE,dropheir,1,1
MEASURE FOR MEASURE,enew,1,1
MEASURE FOR MEASURE,enriched,1,1
MEASURE FOR MEASURE,enshielded,1,1
MEASURE FOR MEASURE,enskied,1,1
MEASURE FOR MEASURE,envelop,1,1
MEASURE FOR MEASURE,exacting,1,1
MEASURE FOR MEASURE,exists,1,1
MEASURE FOR MEASURE,expresseth,1,1
MEASURE FOR MEASURE,extirp,1,1
MEASURE FOR MEASURE,fallible,1,1
MEASURE FOR MEASURE,fear'st,1,1
MEASURE FOR MEASURE,fellowships,1,1
MEASURE FOR MEASURE,fewness,1,1
MEASURE FOR MEASURE,fin'd,1,1
MEASURE FOR MEASURE,fleshmonger,1,1
MEASURE FOR MEASURE,flow'ry,1,1
MEASURE FOR MEASURE,forenamed,1,1
MEASURE FOR MEASURE,forerunning,1,1
MEASURE FOR MEASURE,forget'st,1,1
MEASURE FOR MEASURE,fornicatress,1,1
MEASURE FOR MEASURE,forted,1,1
