lemma	pos	freq_ipm
только	part	2391.7
только-то	part	0.5
только-только	adv	9.5
Тольятти	s.PROP	5
тольяттинский	a	2.1
Толя	s.PROP	25.9
том	s	80
томагавк	s	0.7
Томас	s.PROP	19.9
томат	s	4
томатный	a	2.9
томик	s	4.5
томительно	adv	1
томительный	a	3.3
томить	v	4.1
томиться	v	7.7
томич	s	0.4
томление	s	2.7
томно	adv	2
томный	a	3.4
томограмма	s	0.6
томография	s	0.4
Томпсон	s.PROP	1.8
Томск	s.PROP	5.5
томский	a	4.9
тон	s	70.5
тональность	s	4.4
тональный	a	2.3
тоненький	a	15.1
тоненько	adv	2.2
Тони	s.PROP	3.9
тонизировать	v	0.6
тонизирующий	a	1.2
тоник	s	3
тоника	s	0.4
тонировать	v	1.6
тонкий	a	112.4
тонко	adv	11
тонконогий	a	1
тонкостенный	a	0.4
тонкость	s	12.4
тонна	s	42.4
тоннаж	s	0.4
тоннель	s	8.3
тонный	a	1.4
тонометр	s	0.5
тонус	s	4.3
тонуть	v	12.5
тончайший	a	6.7
тонюсенький	a	0.8
Тоня	s.PROP	10
ТОО	s.PROP	1.7
топ	intj	0.5
топ	s	3.1
топаз	s	0.7
топать	v	9.1
топик	s	6.2
топить	v	11.3
топиться	v	2.5
топка	s	5.2
топкий	a	1.1
топленый	a	1.1
топливно-энергетический	a	3.9
топливный	a	8.2
топливо	s	33.1
топ-менеджер	s	3
топ-менеджмент	s	0.7
топ-модель	s	1.1
топнуть	v	2
топограф	s	0.5
топографический	a	2.8
топография	s	1.8
тополевый	a	0.5
тополек	s	0.5
тополиный	a	1.4
топологический	a	1.3
топология	s	1.1
тополь	s	9.8
топоним	s	0.8
топонимика	s	0.6
топор	s	25.5
топорик	s	2.5
топорище	s	0.8
топорно	adv	0.4
топорный	a	0.8
топорщить	v	0.4
топорщиться	v	2
топос	s	0.5
топот	s	6.2
топотать	v	1
топочный	a	0.4
топтание	s	1
топтать	v	6.4
топтаться	v	10.2
топтун	s	0.8
топчан	s	5
топь	s	1.6
тор	s	2.9
тора	s	3.4
торба	s	1.6
торбас	s	0.5
торг	s	14.2
торгаш	s	1.5
торговать	v	27.1
торговаться	v	5.4
торговец	s	12.6
торговка	s	2.4
торговля	s	62.5
торгово-промышленный	a	3.9
торгово-экономический	a	3.1
торговый	a	57.8
торгпред	s	0.4
торгпредство	s	0.7
торгсин	s	1.3
тореадор	s	1
тореро	s	0.4
торец	s	4.2
торжественно	adv	22.3
торжественность	s	3
торжественный	a	30.7
торжество	s	29
торжествовать	v	9.3
торжествующе	adv	3.4
торжествующий	a	2.7
тори	s	0.5
торий	s	0.5
торить	v	0.5
тормашки	s	0.8
торможение	s	7
тормоз	s	14.7
тормозить	v	11.2
тормозиться	v	1
тормозной	a	5
тормознуть	v	1.8
тормошить	v	2.6
торнадо	s	1
торный	a	0.4
Торонто	s.PROP	2.2
торопить	v	8.2
торопиться	v	52.6
торопливо	adv	23.6
торопливость	s	1.2
торопливый	a	5.5
торос	s	1.9
торпеда	s	3.1
торпедировать	v	0.6
торпедный	a	1.7
торпедо	s	3.1
торс	s	2.7
торсионный	a	0.4
торт	s	11.6
тортик	s	0.9
торф	s	3.6
торфяник	s	0.9
торфяной	a	1.9
торцевой	a	1
торцовый	a	0.6
торчать	v	45.5
торчком	adv	1.2
торчок	s	0.5
торшер	s	2.3
то-се	spro	1.2
тоска	s	48.5
тоскливо	adv	8.8
тоскливый	a	6.5
тосковать	v	10.7
тоскующий	a	1
тост	s	14.6
тостер	s	0.5
тот	apro	2967.1
тотализатор	s	1
тоталитаризм	s	4.7
тоталитарный	a	8.3
тотально	adv	0.7
тотальность	s	0.4
тотальный	a	11.1
тотем	s	0.5
то-то	adv	1.7
то-то	part	8.3
то-то	spro	4.4
тот-то	apro	10.9
тотчас	adv	33.4
точеный	a	3
точечка	s	0.9
точечный	a	4.2
точильный	a	0.5
точить	v	4.9
точка	s	232.2
точнейший	a	0.7
точнехонько	adv	0.4
точно	adv	161.7
точно	conj	34.2
точно	part	25.9
точность	s	38
точный	a	115.7
точь-в-точь	adv	4.6
тошнить	v	6.2
тошно	adv	4.6
тошнота	s	6.2
тошнотворный	a	1.9
тошный	a	0.5
тощенький	a	0.6
тощий	a	12.3
ТПП	s.PROP	3.5
трава	s	88.7
траверз	s	0.4
травинка	s	4.2
травить	v	7.2
травиться	v	0.7
травка	s	8.7
травление	s	0.6
травля	s	4
травма	s	19.6
травматизм	s	1.4
травматический	a	0.9
травматолог	s	0.5
травматологический	a	0.4
травматология	s	0.7
травмировать	v	4.4
травмопункт	s	0.4
травмпункт	s	0.5
травник	s	0.6
травоядный	a	0.6
травянистый	a	2.7
травяной	a	3.9
трагедийный	a	0.8
трагедия	s	45.7
трагизм	s	2.7
трагик	s	0.8
трагикомедия	s	0.9
трагикомический	a	1.1
трагически	adv	5.2
трагический	a	31.9
трагично	adv	0.8
трагичность	s	0.8
трагичный	a	4.9
традиционализм	s	0.7
традиционалист	s	0.8
традиционалистский	a	0.7
традиционно	adv	19.4
традиционность	s	0.4
традиционный	a	74.1
традиция	s	93.1
траектория	s	11.1
трак	s	0.8
тракт	s	6.9
трактат	s	7.3
трактир	s	5
трактирный	a	0.6
трактирщик	s	1.8
трактовать	v	6.6
трактоваться	v	3.8
трактовка	s	10.9
трактор	s	22.9
тракторист	s	5.9
тракторный	a	4.1
трал	s	0.8
тральщик	s	0.9
трамвай	s	28.1
трамвайный	a	6.6
трамвайчик	s	0.9
трамплин	s	2
транжирить	v	0.5
транзакция	s	1
транзистор	s	2.8
транзисторный	a	0.6
транзит	s	6.1
транзитка	s	0.8
транзитный	a	6.4
транквилизатор	s	0.8
транс	s	3.6
трансакционный	a	0.6
трансатлантический	a	0.8
трансвестит	s	0.4
трансгенный	a	1.6
трансграничный	a	0.8
трансгрессия	s	0.5
трансконтинентальный	a	0.7
транскриптаза	s	0.4
транскрипция	s	2.5
транслировать	v	2.8
транслироваться	v	1.7
транслит	s	21.5
транслитерация	s	0.5
транслятор	s	0.7
трансляционный	a	0.5
трансляция	s	7.5
трансмиссионный	a	0.6
трансмиссия	s	4.7
трансмутация	s	0.5
транснациональный	a	4.1
Транснефть	s.PROP	2
транспарант	s	2.7
транспарентность	s	0.5
трансплантация	s	1.4
трансплантология	s	0.4
транспорт	s	57.4
транспортабельность	s	0.4
транспортабельный	a	0.8
транспортер	s	2.1
транспортирование	s	1.3
транспортировать	v	2.3
транспортироваться	v	0.7
транспортировка	s	11
транспортник	s	1.3
транспортно-логистический	a	0.8
транспортно-экспедиторский	a	0.6
транспортно-экспедиционный	a	0.7
транспортный	a	56.8
транссибирский	a	0.8
трансфер	s	1.4
трансферный	a	0.5
трансферт	s	1.7
трансфертный	a	0.9
трансформатор	s	2.8
трансформаторный	a	1.1
трансформационный	a	0.7
трансформация	s	12.6
трансформировать	v	3.1
трансформироваться	v	4.6
трансцендентальный	a	2
трансцендентность	s	0.5
трансцендентный	a	2.3
транш	s	1.7
траншея	s	7.7
трап	s	9.7
трапеза	s	6.5
трапезная	s	1.3
трапециевидный	a	0.8
трапеция	s	1.4
трасса	s	32.5
трассировать	v	0.5
трассирующий	a	0.6
траст	s	0.5
трастовый	a	1
трата	s	5.8
тра-та-та	intj	0.7
тратить	v	33.3
тратиться	v	5.5
траулер	s	2
траур	s	3.5
траурный	a	7.3
трафарет	s	1.5
трафаретный	a	0.6
трафик	s	2.3
трах	intj	0.4
трахать	v	2.4
трахаться	v	3
трахея	s	1.6
трахнуть	v	3.5
треба	s	1.2
требование	s	159.4
требовательно	adv	3
требовательность	s	2.6
требовательный	a	6.5
требовать	v	190.9
требоваться	v	75.5
требуемый	a	4.4
требуха	s	0.7
тревога	s	50.8
тревожить	v	14.9
тревожиться	v	5.1
тревожно	adv	11.4
тревожность	s	3.9
тревожный	a	21.1
треволнение	s	0.6
трезвенник	s	1.1
трезветь	v	0.9
трезво	adv	5.2
трезвон	s	0.8
трезвонить	v	1
трезвость	s	3.6
трезвый	a	18.4
трезубец	s	0.6
трейд	s	0.5
трейдер	s	1.4
трейдинг	s	0.4
трейлер	s	1.4
трек	s	4.2
треклятый	a	0.7
трековый	a	0.4
трелевка	s	0.4
трель	s	2.7
трельяж	s	0.8
тремор	s	0.4
тренажер	s	5.2
тренажерный	a	2.3
тренд	s	2.1
тренер	s	37.1
тренерский	a	3.8
трение	s	6.6
тренинг	s	5
тренированный	a	1.4
тренировать	v	5.2
тренироваться	v	9.3
тренировка	s	26.6
тренировочный	a	6.2
тренога	s	1
треножник	s	0.5
тренькать	v	0.5
треп	s	2.5
трепанация	s	0.5
трепанг	s	0.6
трепать	v	4.7
трепаться	v	3.5
трепач	s	1
трепет	s	10.1
трепетать	v	9.2
трепетно	adv	2.2
трепетный	a	5.1
трепещущий	a	1.9
трепка	s	0.4
трепло	s	0.6
трепотня	s	0.6
трепыхаться	v	1.9
треск	s	13.9
треска	s	1.6
трескать	v	0.5
трескаться	v	1.3
трескотня	s	0.8
трескучий	a	1.4
треснутый	a	0.8
треснуть	v	8
треснуться	v	0.4
трест	s	7.6
треста	s	0.5
третейский	a	10.2
третий	anum	274.7
третировать	v	1.1
третичный	a	0.5
треть	s	29.4
третье	s	2.6
третьеклассник	s	0.5
третьеразрядный	a	0.4
третьестепенный	a	0.5
третья	s	7.7
Третьяков	s.PROP	6.3
Третьяковка	s.PROP	2
третьяковский	a	2.9
треуголка	s	0.6
треугольник	s	14.5
треугольничек	s	0.5
треугольный	a	7.4
треух	s	0.6
трехгодичный	a	0.4
трехгранный	a	0.5
трехдневный	a	2.5
трехзначный	a	0.9
трехколесный	a	0.7
трехкомнатный	a	4.4
трехкратный	a	1.8
трехлетие	s	0.4
трехлетний	a	6.2
трехлитровый	a	2.3
трехмерный	a	6.4
трехместный	a	0.6
трехмесячный	a	2.2
трехметровый	a	1.5
трехминутный	a	0.4
трехнедельный	a	0.5
трехногий	a	0.5
трехочковый	a	0.4
трехразовый	a	0.7
трехслойный	a	0.6
трехсотлетие	s	0.7
трехсотлетний	a	0.4
трехсторонний	a	2.1
трехступенчатый	a	0.4
трехтомник	s	0.7
трехтомный	a	0.4
трехуровневый	a	0.5
трехфазный	a	0.4
трехцветный	a	1.5
трехчасовой	a	0.9
трехэтажный	a	3.7
трешка	s	2.8
трешник	s	0.6
трещать	v	10.7
трещина	s	18.8
трещинка	s	1.5
трещиноватость	s	1.6
трещиноватый	a	1.1
трещотка	s	0.6
три	num	596.7
триада	s	3.1
триангуляция	s	0.7
триба	s	1.2
трибун	s	1.4
трибуна	s	26
трибунал	s	8.4
тривакцина	s	0.4
тривиальный	a	2.7
триггер	s	0.4
тригонометрический	a	0.4
тригонометрия	s	0.4
тридевять	num	1.3
тридцатиградусный	a	0.4
тридцатилетие	s	1.1
тридцатилетний	a	4.5
тридцатипятилетний	a	0.5
тридцатка	s	1.2
тридцатый	anum	14.5
тридцать	num	106.5
тридцатьчетверка	s	0.8
триединство	s	0.5
триединый	a	0.6
трижды	adv	16.4
тризна	s	0.6
трико	s	1.9
триколор	s	0.7
трикотаж	s	1.4
трикотажный	a	2.4
триллер	s	2.8
триллион	s	3.1
трилогия	s	1.7
триместр	s	0.4
триммер	s	0.4
тринадцатилетний	a	1.5
тринадцатый	anum	6.3
тринадцать	num	11.8
трио	s	2.5
триплет	s	0.4
триппер	s	1.1
трипсин	s	0.5
триптих	s	0.9
трис	part	1.1
триста	num	26.2
тритий	s	0.5
тритон	s	1.2
триумвират	s	1
триумф	s	9.3
триумфально	adv	0.8
триумфальный	a	5.1
триумфатор	s	1
Трифонов	s.PROP	3.8
трифоновский	a	0.5
трлн	s.PROP	4
трогательно	adv	4.1
трогательный	a	13.7
трогать	v	32.8
трогаться	v	3
трое	num	61.5
троекратно	adv	0.8
троекратный	a	1.1
троечка	s	0.5
троечник	s	0.9
троить	v	1.5
троица	s	11.8
троице-сергиев	a	1.5
троицкий	a	3.1
Троицкий	s.PROP	2
троичный	a	1.2
тройка	s	20.9
тройник	s	1.4
тройничный	a	0.4
тройной	a	6
тройня	s	0.4
тройственный	a	1
троллейбус	s	14.2
троллейбусный	a	2
тролль	s	1.3
тромб	s	1
тромбон	s	0.8
трон	s	8.7
тронный	a	1
тронутый	a	0.6
тронуть	v	28.6
тронуться	v	13.8
троп	s	1.6
тропа	s	16.6
тропарь	s	3.3
тропизм	s	0.6
тропик	s	1.8
тропинка	s	15.5
тропический	a	8.6
тропка	s	4
трос	s	8
тросик	s	0.5
тросовый	a	0.5
тростинка	s	0.4
тростник	s	2.5
тростниковый	a	0.8
тросточка	s	1.6
трость	s	5
тротил	s	1.3
тротиловый	a	0.6
тротуар	s	23.1
тротуарный	a	0.8
трофей	s	5.5
трофейный	a	5.3
Трофимов	s.PROP	1.9
трофический	a	0.6
троцкизм	s	0.5
Троцкий	s.PROP	10.9
троцкист	s	2.7
троцкистский	a	1.4
троюродный	a	1.8
трояк	s	1.3
троянский	a	1.6
труба	s	82.1
трубадур	s	1.3
трубач	s	2.2
Трубецкой	s.PROP	2.2
трубить	v	3.4
трубка	s	101.7
трубник	s	0.5
трубный	a	5.1
трубопровод	s	12.5
трубопроводный	a	2.7
трубочка	s	8.2
трубочный	a	0.5
трубчатый	a	1.8
труд	s	285.9
трудиться	v	30.8
труднейший	a	2.1
трудно	adv	163.3
трудновато	adv	0.7
трудноватый	a	0.7
труднодоступный	a	1.9
труднопроходимый	a	0.4
трудность	s	47.7
трудный	a	81.3
трудовой	a	62.9
трудоголик	s	0.9
трудодень	s	2.2
трудоемкий	a	4.7
трудоемкость	s	3.1
трудозатраты	s	1
трудолюбиво	adv	0.4
трудолюбивый	a	4.2
трудолюбие	s	3.5
трудоспособность	s	1.8
трудоспособный	a	3.1
трудоустроить	v	0.7
трудоустроиться	v	0.5
трудоустройство	s	4.9
трудяга	s	1.3
трудящийся	a	1.8
трудящийся	s	14.5
труженик	s	8.3
труженица	s	1.1
труп	s	42.5
трупик	s	0.8
трупный	a	1.5
труппа	s	16.8
трус	s	8.5
трусики	s	5.6
трусить	v	3.5
трусиха	s	0.6
трусишка	s	0.4
трусливо	adv	1.9
трусливый	a	5.6
трусоватый	a	0.8
трусость	s	6
трусца	s	1.8
трусы	s	15.5
трутень	s	0.9
труха	s	2.4
трухлявый	a	1.5
трущоба	s	1.7
трущобный	a	0.4
трюизм	s	0.5
трюк	s	12.2
трюковой	a	0.5
трюм	s	5.7
трюмный	a	0.5
трюмо	s	1.8
трюфель	s	0.6
тряпица	s	2.2
тряпичный	a	2.3
тряпка	s	22.8
тряпочка	s	5.3
тряпочный	a	0.5
тряпье	s	5
трясина	s	3
тряска	s	1.5
тряский	a	0.7
трясогузка	s	0.5
трясти	v	17.5
трястись	v	19
трясучка	s	0.4
тряхнуть	v	7.8
тсс	intj	0.7
тс-с	intj	0.4
ТТ	s.PROP	2.7
ттт	intj	1.1
ТУ	s.PROP	2.7
туалет	s	35.1
туалетный	a	6.3
туарег	s	0.4
туба	s	1
туберкулез	s	6.7
туберкулезник	s	0.4
туберкулезный	a	2
тубус	s	0.4
туго	adv	12.7
туговато	adv	0.4
тугодум	s	0.4
тугой	a	11.9
тугоплавкий	a	0.4
тугрик	s	0.4
туда	advpro	191.7
туда-обратно	adv	0.6
туда-сюда	advpro	9.4
туда-то	advpro	1.2
туды	advpro	0.9
туесок	s	0.5
тужить	v	1
тужиться	v	1.5
тужурка	s	1.7
туз	s	3.9
туземец	s	3.8
туземный	a	1.1
тук	intj	0.4
тук-тук	intj	1
тук-тук-тук	intj	0.4
Тула	s.PROP	6.6
туловище	s	8.3
тулово	s	0.5
тулуп	s	4
тулупчик	s	0.6
тульский	a	7
тулья	s	0.8
туляк	s	0.5
тумак	s	0.8
туман	s	42.9
туманить	v	0.5
туманиться	v	0.8
туманно	adv	2.7
туманность	s	3.4
туманный	a	12.4
Туманов	s.PROP	3.3
тумба	s	4.5
тумблер	s	1.3
тумбочка	s	12.1
тун	s	0.4
тунгус	s	0.5
тунгусский	a	0.7
тундра	s	10
тундровый	a	1.1
тунец	s	0.7
тунеядец	s	2
тунеядство	s	0.7
туника	s	1.2
Тунис	s.PROP	1.9
туннель	s	6
туннельный	a	0.6
тупеть	v	0.6
тупик	s	16.7
тупиковый	a	2.4
тупить	v	0.4
тупица	s	2.1
тупичок	s	0.7
тупо	adv	10.8
туповатый	a	1.7
тупой	a	23.1
Туполев	s.PROP	2.8
тупорылый	a	0.6
тупость	s	3.6
тур	s	25.9
турагентство	s	0.8
турбаза	s	2
Турбин	s.PROP	1.8
турбина	s	4.8
турбинный	a	0.7
турбовинтовой	a	0.4
турбодетандер	s	0.5
турбодизель	s	0.6
турбонаддув	s	0.6
турбулентность	s	0.4
турбулентный	a	0.5
Тургенев	s.PROP	11.8
тургеневский	a	2.3
турецкий	a	18.6
туризм	s	8.9
туринский	a	0.8
турист	s	27
туристический	a	11.9
туристка	s	0.9
туристский	a	4.5
турка	s	0.9
туркестанский	a	1.2
туркмен	s	1
Туркменистан	s.PROP	1.7
Туркмения	s.PROP	3.9
туркменский	a	2.5
турне	s	3.4
турник	s	1.1
турникет	s	2.3
турнир	s	28.9
турнирный	a	2.4
турнуть	v	0.5
турок	s	14.6
туроператор	s	1.1
турпоездка	s	0.4
туруханский	a	0.7
турфирма	s	2
Турция	s.PROP	20
турчанка	s	0.4
тускло	adv	5.2
тусклый	a	14.6
тускнеть	v	2.4
тусоваться	v	2.4
тусовка	s	6.6
тусовочный	a	0.6
тусовщик	s	0.5
тут	advpro	879.2
тута	advpro	0.9
тутовый	a	0.4
тутошний	a	0.5
тутти-фрутти	s	0.7
тут-то	advpro	17.5
ту-ту	intj	0.5
туф	s	0.4
туфелька	s	4.2
туфля	s	23.2
туфта	s	1.4
Тухачевский	s.PROP	2
тухлый	a	2.4
тухлятина	s	0.4
тухнуть	v	0.5
туча	s	23.9
тучка	s	1.9
тучный	a	3.7
туш	s	1.2
туша	s	6.4
тушеваться	v	1.1
тушение	s	2.7
тушенка	s	4.4
тушеный	a	1.4
Тушино	s.PROP	2.4
тушинский	a	1.2
тушить	v	5.2
тушка	s	3.1
тушь	s	4.9
туя	s	1.5
тщание	s	0.9
тщательнейший	a	0.5
тщательно	adv	43.7
тщательность	s	2.8
тщательный	a	12.6
тщедушный	a	2.6
тщеславие	s	6.4
тщеславный	a	2.3
тщета	s	1.1
тщетно	adv	7.1
тщетность	s	0.6
тщетный	a	3.2
тщиться	v	1.3
ты	spro	3171.2
тыкать	v	11
тыкаться	v	3.2
тыква	s	5
тыквенный	a	0.8
тыл	s	22.7
тыловик	s	0.5
тыловой	a	4.4
тыльный	a	3.3
тын	s	1.3
Тынянов	s.PROP	2.7
тыняновский	a	0.4
тысяча	s	416
тысячекратно	adv	0.4
тысячелетие	s	16.1
тысячелетний	a	3.8
тысячелистник	s	0.5
тысячная	s	0.7
тысячный	a	3.8
тычинка	s	1.4
тычиночный	a	0.9
тычок	s	1.8
тыща	s	4.7
тьма	s	39.5
тьфу	intj	11.1
тьфу-тьфу	intj	0.6
тьфу-тьфу-тьфу	intj	0.5
тэ	s	0.7
ТЭК	s.PROP	2.6
Тэтчер	s.PROP	1.8
ТЭЦ	s.PROP	3.5
тю	intj	0.7
тюбетейка	s	1.7
тюбик	s	3.9
ТЮЗ	s.PROP	2.2
тюк	s	3.4
тюкать	v	0.6
тюкнуть	v	0.5
тюлевый	a	0.8
тюлений	a	0.4
тюлень	s	2.6
тюль	s	1.1
тюльпан	s	5
тюменский	a	6
Тюмень	s.PROP	3.6
тюнинг	s	1.4
тюнинговый	a	0.7
тюрбан	s	1
тюремный	a	17.5
тюремщик	s	1.6
тюрк	s	0.5
тюркский	a	1.5
тюрьма	s	75.4
тюряга	s	0.9
тютелька	s	0.9
Тютчев	s.PROP	6.7
тютчевский	a	0.8
тю-тю	adv	1.4
тюфяк	s	1.9
тявкать	v	0.7
тявкнуть	v	0.6
тяга	s	16.3
тягать	v	0.7
тягаться	v	1.5
тягач	s	2.9
тягловый	a	0.5
тяговый	a	2.6
тягомотина	s	0.9
тягостно	adv	1.4
тягостный	a	7
тягость	s	2.1
тягота	s	4.9
тяготение	s	4.4
тяготеть	v	4.4
тяготить	v	3
тяготиться	v	2.4
тягуче	adv	0.7
тягучий	a	3.6
тягчайший	a	0.6
тяж	s	0.5
тяжба	s	2.5
тяжелейший	a	6
тяжеленный	a	2.5
тяжеленький	a	0.4
тяжелеть	v	1.2
тяжело	adv	70.3
тяжелобольной	a	0.4
тяжелобольной	s	0.6
тяжеловато	adv	0.7
тяжеловатый	a	1.2
тяжеловес	s	1.2
тяжеловесный	a	2.1
тяжелораненый	s	0.8
тяжелый	a	180.3
тяжесть	s	35.8
тяжкий	a	26
тяжко	adv	7.6
тянуть	v	68.5
тянуться	v	40.6
тянучка	s	1.6
тянущий	a	0.8
тяпка	s	0.5
тяпнуть	v	1
тятька	s	0.6
тятя	s	0.7
у	intj	1.7
у	pr	4306.1
уа	intj	0.5
УАЗ	s.PROP	2
уазик	s	2.9
Уайльд	s.PROP	1.9
убавить	v	2
убавиться	v	0.9
убавлять	v	0.5
убаюкать	v	0.7
убаюкивать	v	1.2
убегать	v	17.1
убедительно	adv	12.8
убедительность	s	4.7
убедительный	a	15.2
убедить	v	45.2
убедиться	v	47.7
убежать	v	27.5
убеждать	v	22.3
убеждаться	v	7.4
убеждение	s	30.1
убежденно	adv	4.5
убежденность	s	5.2
убежденный	a	19
убежище	s	9.1
убелить	v	0.7
уберегать	v	0.4
уберечь	v	7.3
уберечься	v	1.5
убивать	v	49.8
убиваться	v	2.6
убивец	s	0.4
убиение	s	0.6
убиенный	a	2.5
убийственно	adv	0.9
убийственный	a	4.7
убийство	s	65.1
убийца	s	34
убирать	v	20
убираться	v	7.3
убито	adv	0.8
убитый	a	10.1
убитый	s	11.1
убить	v	144.7
убиться	v	1
ублажать	v	1.8
ублажить	v	1.1
ублюдок	s	3.4
ублюдочный	a	0.6
убогий	a	11.7
убогий	s	0.7
убого	adv	0.6
убогость	s	1
убожество	s	2.2
убой	s	1.5
убойный	a	2.3
убор	s	5.6
убористый	a	0.5
уборка	s	14.1
уборная	s	10.3
уборочная	s	0.6
уборочный	a	1.1
уборщик	s	1.2
уборщица	s	8.2
убояться	v	1.2
убранство	s	3.2
убрать	v	47
убраться	v	4.8
убывание	s	1
убывать	v	2.8
убывающий	a	0.9
убыль	s	3.6
убыстрить	v	0.4
убыстрять	v	1
убыстряться	v	0.6
убытие	s	0.5
убыток	s	21.1
убыточность	s	0.6
убыточный	a	3.5
убыть	v	2.3
уважаемый	a	38.1
уважать	v	42.2
уважение	s	49.7
уважительно	adv	5
уважительность	s	0.4
уважительный	a	7.1
уважить	v	1.9
увал	s	0.9
увалень	s	1
уварить	v	0.5
Уваров	s.PROP	1.8
УВД	s.PROP	6.8
уведомительный	a	0.5
уведомить	v	3.8
уведомление	s	7.2
уведомлять	v	1.8
увезти	v	21.1
увековечение	s	0.6
увековечивать	v	0.4
увековечить	v	2.3
увеличение	s	70
увеличивать	v	19.3
увеличиваться	v	23.9
увеличительный	a	1.4
увеличить	v	43.3
увеличиться	v	29.9
увенчать	v	4.6
увенчаться	v	3.8
уверение	s	2.1
уверенно	adv	31.3
уверенность	s	46.3
уверенный	a	112.5
уверить	v	19.4
увериться	v	2.1
увернуться	v	3.1
уверовать	v	4.3
увертываться	v	0.9
увертюра	s	1.8
уверять	v	26.2
увеселение	s	1.1
увеселительный	a	1.7
увесисто	adv	0.4
увесистый	a	4.9
увесить	v	0.5
увести	v	17.6
увечный	a	0.5
увечье	s	3
увешать	v	4.6
увещевание	s	1.4
увещевать	v	1.8
увиваться	v	0.5
увидать	v	7
увиденное	s	0.5
увидеть	v	452.4
увидеться	v	10.9
увиливать	v	1.2
увильнуть	v	1
увить	v	1.8
увлажнение	s	2
увлажнить	v	1.2
увлажниться	v	0.6
увлажнять	v	3.8
увлажняться	v	0.4
увлекательнейший	a	0.4
увлекательно	adv	1.2
увлекательный	a	8.2
увлекать	v	7.2
увлекаться	v	16.2
увлекающийся	a	0.8
увлечение	s	21.1
увлеченно	adv	4
увлеченность	s	1.7
увлечь	v	14.8
увлечься	v	14.5
увод	s	0.8
уводить	v	9.9
увозить	v	6.1
уволить	v	20.5
уволиться	v	4.7
уволочь	v	1.5
увольнение	s	12.5
увольнительная	s	1
увольнительный	a	0.4
увольнять	v	3.8
увольняться	v	1.7
уворачиваться	v	1.2
уворовать	v	0.6
увы	intj	54.1
увядание	s	1.1
увядать	v	1.7
увядший	a	2.2
увязать	v	6
увязаться	v	2.3
увязка	s	1.6
увязнуть	v	2.1
увязывать	v	1.9
увязываться	v	1.2
увянуть	v	1.6
угадать	v	23.2
угадывание	s	0.8
угадывать	v	7.5
угадываться	v	6.7
угар	s	2.4
угарный	a	1.4
угасание	s	1.3
угасать	v	5.1
угаснуть	v	4.5
углевод	s	2.2
углеводный	a	0.4
углеводород	s	4.2
углеводородный	a	3.6
угледобывающий	a	0.8
угледобыча	s	0.4
углекислота	s	0.9
углекислый	a	3.2
углерод	s	6.2
углеродистый	a	0.5
углеродный	a	2.2
угловато	adv	0.5
угловатый	a	4
угловой	a	7.4
углубить	v	2.3
углубиться	v	5.3
углубление	s	9.1
углубленно	adv	0.4
углубленный	a	3.7
углублять	v	1.7
углубляться	v	4.8
углядеть	v	3.8
угнать	v	6.5
угнаться	v	1.5
угнездиться	v	0.9
угнести	v	0.8
угнетатель	s	0.8
угнетать	v	6.1
угнетающе	adv	0.6
угнетающий	a	0.9
угнетение	s	2.4
угнетенный	a	3
уговаривать	v	21.8
уговор	s	7.1
уговорить	v	18.4
уговориться	v	0.7
угода	s	2.9
угодить	v	16.9
угодливо	adv	1
угодливость	s	0.6
угодливый	a	0.8
угодник	s	2.4
угодничество	s	0.4
угодно	adv	32.1
угодно	part	28.5
угодный	a	7.2
угодье	s	5.5
угождать	v	1.3
угол	s	168.1
уголек	s	5.5
уголовка	s	0.4
уголовник	s	7.4
уголовно	adv	1
уголовно-исполнительный	a	1.4
уголовно-правовой	a	0.4
уголовно-процессуальный	a	2.9
уголовный	a	81.3
уголовщина	s	1.2
уголок	s	32.2
уголочек	s	1
уголь	s	33.5
угольный	a	13.5
угольщик	s	0.9
угомонить	v	0.4
угомониться	v	2.6
угон	s	3.4
угонщик	s	2
угонять	v	1.7
угор	s	0.5
угораздить	v	2.1
угорать	v	0.4
угорелый	a	1
угореть	v	0.9
угорь	s	1.9
угостить	v	9.4
угоститься	v	0.5
уготовать	v	3.3
уготовить	v	0.9
угощать	v	11.3
угощаться	v	1.6
угощение	s	5.6
угощенье	s	0.5
угревой	a	0.5
угреться	v	0.4
угробить	v	2.6
угрожаемый	a	0.4
угрожать	v	22.6
угрожающе	adv	5.5
угрожающий	a	5
угроза	s	74.5
угрозыск	s	1.2
угрохать	v	0.6
угрызение	s	3.4
угрюмо	adv	8.3
угрюмость	s	0.5
угрюмый	a	14
угу	intj	24.6
уд	s	0.8
уда	s	0.6
удав	s	3.7
удаваться	v	54.3
удавить	v	1.4
удавиться	v	1.8
удавка	s	1.5
удаление	s	13.6
удаленность	s	1.7
удаленный	a	3.9
удалец	s	0.6
удалить	v	13.6
удалиться	v	14
удалой	a	1.9
удаль	s	2.4
удалять	v	6.6
удаляться	v	14.8
удар	s	146.8
ударение	s	5.4
ударить	v	63.3
удариться	v	11.4
ударник	s	4.5
ударный	a	14.9
ударять	v	6.9
ударяться	v	2.5
удаться	v	189.1
удача	s	41.3
удачливость	s	0.7
удачливый	a	6.9
удачник	s	0.5
удачно	adv	20.3
удачный	a	31.4
удваивать	v	0.9
удваиваться	v	0.8
удвоение	s	4.4
удвоенный	a	1.9
удвоить	v	3
удвоиться	v	1.2
