id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
3052,10-Aug-2017,18,"Off the coast of Shabwa, Hadhramaut Governorate, Yemen",13.24094704,46.36245341,Africa,Horn of Africa,Drowning,Drowning
3053,10-Aug-2017,2,"Interstate 15 near Rancho Bernardo, San Diego, California, USA",33.0335773,-117.0805825,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
3054,10-Aug-2017,1,"West Highway 285 with County Road 108, Brooks County, Texas",27.26203659,-98.4269727,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3055,10-Aug-2017,1,"Mariposa Ranch, Brooks County, Texas, USA",27.09521662,-98.21914673,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3056,11-Aug-2017,4,"Sahara desert, Libya",24.74915491,14.32794038,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3057,11-Aug-2017,1,"Syrian/Turkish border, near Darkoush, Idlib province",36.00114906,36.3666896,Middle East,Middle East,Shooting,Shot
3058,11-Aug-2017,1,"Pima County, Arizona",32.3709939,-112.3119568,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3059,12-Aug-2017,1,"Río Bravo, Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico",27.48052433,-99.47927755,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3060,12-Aug-2017,1,"Pima County, Arizona",32.3709939,-112.3119568,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3061,12-Aug-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Shooting,Shot
3062,13-Aug-2017,2,"Sahara desert, Libya",24.10898261,13.97637788,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Suffocation"
3063,13-Aug-2017,2,"Sahara desert, Libya",24.30938505,14.59161225,Africa,North Africa,Accident,Vehicle Accident
3064,13-Aug-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Accident,Vehicle Accident
3065,13-Aug-2017,1,"Río Bravo, Carretera Nacional km 14, Nuevo Laredo, Tamaulipas, Mexico",27.47260571,-99.48307567,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3066,14-Aug-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Shooting,Shot
3067,15-Aug-2017,1,"Pima County, Arizona",32.3405775,-111.426299,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3068,16-Aug-2017,5,"Desert outside Agadez, Niger",17.66638234,8.140343594,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
3069,16-Aug-2017,3,"In the Sahara desert, Egypt, near the border with Sudan",22.30577897,26.14429488,Africa,North Africa,Accident,Vehicle Accident
3070,16-Aug-2017,2,"Sahara desert, Libya",24.60939536,13.93243256,Africa,North Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter, Suffocation"
3071,16-Aug-2017,1,"Train tunnel, Peglia, Ventimiglia, Italy",43.7974991,7.5959369,Europe,Europe,Accident,Hit by train
3072,16-Aug-2017,1,"Pima County, Arizona",32.0349354,-113.0256114,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3073,16-Aug-2017,1,"Agadez, Niger",17.12646891,8.057946133,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3074,16-Aug-2017,1,"Agadez, Niger",17.00043637,7.906884121,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3075,16-Aug-2017,1,"Fars province, Iran",29.1043813,53.045893,Asia,South Asia,Accident,Vehicle Accident
3076,17-Aug-2017,3,"Sahara desert, Libya",25.0680148,14.72344819,Africa,North Africa,Unknown / Other,Unknown
3077,17-Aug-2017,1,Unspecified location on the Syrian/Turkish border,36.00128794,36.36720459,Middle East,Middle East,Shooting,Shot
3078,17-Aug-2017,1,"La Bocatoma, near Estación Sufragio, El Fuerte, Sinaloa, Mexico",26.0713913,-108.7840381,Central America,Central America,Drowning,Drowning
3079,18-Aug-2017,2,"Sahara desert, Libya",24.92861501,14.98712006,Africa,North Africa,Unknown / Other,Unknown
3080,18-Aug-2017,2,"Kuala Lumpur, Malaysia",3.233046,101.610573,Asia,Southeast Asia,Starvation / Dehydration,Starvation
3081,18-Aug-2017,1,"Motorway 57 near Arteaga, Coahuila, Mexico",25.4546718,-100.850791,Central America,Central America,Accident,Vehicle Accident
3082,18-Aug-2017,1,"Pima County, Arizona",31.9274171,-111.3661401,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3083,18-Aug-2017,1,Unspecified location in Algeria,24.00703838,2.230915063,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3084,18-Aug-2017,1,"Kidira, Senegal, at the border with Mali",14.4581116,-12.2118824,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Starvation, Dehydration"
3085,19-Aug-2017,3,"Sahara desert, Libya",24.64934264,14.61358491,Africa,North Africa,Accident,Fall from vehicle
3086,19-Aug-2017,2,"Bamako, Mali",12.72899661,-8.033101602,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3087,19-Aug-2017,1,"Hombori, Mali",15.2861937,-1.7028015,Africa,Sub-Saharan Africa,Shooting,Shot or stabbed
3088,20-Aug-2017,11,"Off the coast of Anjouan, Comoros - en route to Mayotte (France)",-12.53038415,44.7281983,Africa,Sub-Saharan Africa,Drowning,Presumed drowning
3089,20-Aug-2017,9,"Sahara desert, Egypt",23.52008571,25.41919722,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3090,20-Aug-2017,7,"Sahara desert, Libya",25.1674891,14.67950288,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3091,20-Aug-2017,1,"Pima County, Arizona, USA",31.9872326,-112.7740025,US-Mexico Border,US-Mexico Border,Harsh Conditions,Probable hyperthermia
3092,20-Aug-2017,1,"Niamey, Niger",13.75182525,2.188556787,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3093,20-Aug-2017,1,"Maradi, Niger",13.5009779,7.1036396,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3094,20-Aug-2017,1,"Rafsanjan, Kerman province, Iran",30.3548893,56.002705,Asia,South Asia,Accident,Vehicle Accident
3095,21-Aug-2017,2,"Sahara desert, Libya",24.48947701,14.81133881,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3096,22-Aug-2017,3,"Sahara desert, Libya",24.95649129,14.65576172,Africa,North Africa,Unknown / Other,Unknown
3097,22-Aug-2017,1,"Jisr al-Shughur, Syria near border with Turkey",35.95904415,36.24997126,Middle East,Middle East,Shooting,Shot
3098,22-Aug-2017,1,"Mopti, Mali",14.65224025,-4.263380669,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3099,22-Aug-2017,1,"Zinder, Niger",13.83648445,8.959177471,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3100,22-Aug-2017,1,"Agadez, Niger",17.04376965,7.978295254,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3101,22-Aug-2017,1,"Laborcitas Creek Ranch, Brooks County, Texas, USA",27.09032622,-98.18206787,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3102,22-Aug-2017,1,"Dos Haches Quail Hunting Camp, Brooks County, Texas",27.0273057,-98.2212979,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3103,22-Aug-2017,1,"Iranshahr, Sistan and Baluchestan province, Iran",27.2012,60.6865817,Asia,South Asia,Accident,Vehicle Accident
3104,22-Aug-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Accident,Vehicle Accident
3105,23-Aug-2017,1,Unspecified location on the Syrian/Turkish border,36.00660602,36.37398595,Middle East,Middle East,Shooting,Shot
3106,23-Aug-2017,1,"Agadez, Niger",17.00962912,7.982415127,Africa,Sub-Saharan Africa,Violence,Excessive Physical Abuse
3107,23-Aug-2017,1,"Liboi, Kenya, near the border with Somalia",0.3529565,40.870275,Africa,Sub-Saharan Africa,Shooting,Shot
3108,24-Aug-2017,7,"Agadez, Niger",17.08971822,7.981041836,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter"
3109,24-Aug-2017,2,"Río Bravo, Ejido Estación Anzaldúas, Reynosa, Tamaulipas, Mexico",26.08551377,-98.2649222,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
3110,24-Aug-2017,1,"Sahara desert, Sudan",18.61253187,27.0535735,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3111,24-Aug-2017,1,"Sahara desert, Libya",24.66931149,14.39385834,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3112,25-Aug-2017,12,"Agadez, Niger",17.06346328,7.970055508,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
3113,25-Aug-2017,3,Unspecified location in Sudan,11.91854123,34.17271413,Africa,North Africa,Mixed,"Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse"
3114,25-Aug-2017,1,Unspecified location in Guinea,11.71517597,-9.982289531,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3115,25-Aug-2017,1,"Kano, Nigeria",12.3136365,8.701819381,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3116,25-Aug-2017,1,"Interstate 8, near Jacumba, San Diego County, California",32.64182294,-116.1754936,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
3117,25-Aug-2017,1,"Near Rancho Santa Rosalía, Nogales, Sonora, Mexico",31.31779613,-110.9242968,US-Mexico Border,US-Mexico Border,Violence,Murdered
3118,25-Aug-2017,1,"Nimruz province, Afghanistan",30.196869,61.38613,Asia,South Asia,Unknown / Other,Unknown
3119,26-Aug-2017,7,"Sahara desert, Libya",24.78905741,13.95440522,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter, Suffocation"
3120,26-Aug-2017,1,"Train tracks near Colonia Santa Rosa, Gómez Palacio, Durango, Mexico",25.5891476,-103.485862,Central America,Central America,Accident,Fall from train
3121,26-Aug-2017,1,"Found dead on train at Cannes La Bocca station, France",43.5488401,6.9866038,Europe,Europe,Unknown / Other,Electrocution
3122,27-Aug-2017,5,"Bodies retrieved in Al Khums, Libya",32.65642736,14.27488918,Mediterranean,Mediterranean,Drowning,Presumed drowning
3123,27-Aug-2017,2,"Evros border region, between the city of Alexandroupolis and Dikaia, Greece",41.17750678,26.2195368,Europe,Europe,Accident,Hit by train
3124,27-Aug-2017,1,"Pima County, Arizona",32.3949886,-113.0769973,US-Mexico Border,US-Mexico Border,Harsh Conditions,Probable hyperthermia
3125,27-Aug-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Shooting,Shot
3126,28-Aug-2017,1,"Pima County, Arizona",32.1685644,-111.8927688,US-Mexico Border,US-Mexico Border,Harsh Conditions,Probable hyperthermia
3127,29-Aug-2017,3,"Sahara desert, Libya",24.88875749,14.52569428,Africa,North Africa,Unknown / Other,Unknown
3128,29-Aug-2017,1,"Canal near Coles Street and Delta Drive in South El Paso, Texas, USA",31.76015201,-106.4684374,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3129,30-Aug-2017,120,"Off the coast of Ben Guerdane, Tunisia",33.45539395,11.52050212,Mediterranean,Mediterranean,Drowning,Presumed drowning
3130,30-Aug-2017,6,"Ajdabiya, Libya",30.214647,20.1402594,Africa,North Africa,Accident,Vehicle Accident
3131,30-Aug-2017,2,"Atbara, Sudan",17.7014525,34.0084395,Africa,North Africa,Mixed,"Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse"
3132,30-Aug-2017,2,"Ajdabiya, Libya",30.1410426,20.1553656,Africa,North Africa,Asphyxiation,Suffocation
3133,30-Aug-2017,1,"Dhobley, Somalia, near the border with Kenya",-0.641661423,41.277741,Africa,Horn of Africa,Shooting,Shot or stabbed
3134,30-Aug-2017,1,"Ajdabiya, Libya",30.12679024,20.14849915,Africa,North Africa,Violence,Excessive Physical Abuse
3135,30-Aug-2017,1,"Open desert, Calexico, Imperial County, California",32.66475043,-115.5682346,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3136,31-Aug-2017,19,"Naf River, near Shah Porir Dwip, Sabrang Union, Teknaf, Bangladesh",20.81249816,92.33633961,Asia,Southeast Asia,Drowning,Presumed drowning
3137,31-Aug-2017,7,"Off the coast of Melilla, Spain",35.27209876,-2.887285532,Mediterranean,Mediterranean,Drowning,Drowning
3138,31-Aug-2017,2,"Unspecified location, Libya",31.48707528,15.38262788,Africa,North Africa,Starvation / Dehydration,Starvation
3139,31-Aug-2017,1,"Syrian/Turkish border, near Hatay, Turkey",36.23587296,36.61897474,Middle East,Middle East,Shooting,Shot
3140,31-Aug-2017,1,"Cage Ranch, Brooks County, Texas, USA",27.1058788,-98.2058397,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3141,31-Aug-2017,1,Unspecified location in the Río Bravo,27.57506928,-99.52339213,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
3142,1-Sep-2017,26,"Naf River, near Howaikong Bazar, Teknaf, Bangladesh",21.07357871,92.26065089,Asia,Southeast Asia,Drowning,Presumed drowning
3143,1-Sep-2017,2,"Salinas Bay, Guanacaste, Costa Rica, near border with Nicaragua",11.07178706,-85.6926142,Central America,Central America,Drowning,Drowning
3144,1-Sep-2017,1,"Train tracks, Avenida Constituyentes,San Juan del Río, Querétaro, Mexico",20.4045152,-99.9865294,Central America,Central America,Accident,Hit by train
3145,1-Sep-2017,1,"Train tracks in Arbolitos, San Luis Potosi, Mexico",22.1169396,-100.9371447,Central America,Central America,Accident,Fall from train
3146,2-Sep-2017,6,"Naf River, near Howaikong Bazar, Teknaf , Mynamar-Bangladesh border",21.07526059,92.25902011,Asia,Southeast Asia,Drowning,Drowning
3147,2-Sep-2017,1,"Elizitas Ranch, Brooks County, Texas, USA",27.11779443,-98.09632842,US-Mexico Border,US-Mexico Border,Harsh Conditions,Exposure
3148,2-Sep-2017,1,"Syrian/Turkish border, near Hatay, Turkey",36.22922658,36.65880018,Middle East,Middle East,Shooting,Shot
3149,2-Sep-2017,1,"Pima County, Arizona, USA",32.0298708,-112.9231869,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3150,3-Sep-2017,1,"Syrian/Turkish border, Idlib province, near Atma, Syria",36.30719814,36.66016668,Middle East,Middle East,Shooting,Shot
3151,4-Sep-2017,7,"Sahara desert, Sudan",19.69184901,27.07554616,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3152,4-Sep-2017,2,"Train tracks, Hidalgo de Ojuelos, Fresnillo, Zacatecas, Mexico",23.0769808,-102.7175371,Central America,Central America,Accident,Fall from train
3153,4-Sep-2017,2,"Sahara desert, Sudan",18.86222913,28.15220631,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3154,4-Sep-2017,2,"Unspecified location in the Sahara desert, Libya",14.0625,25.19531108,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3155,4-Sep-2017,1,"Pima County, Arizona",31.72168696,-111.8967854,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3156,4-Sep-2017,1,"Naf River, Sabrang Union-Noyapara Area, Teknaf, Bangladesh",20.81039856,92.33724299,Asia,Southeast Asia,Drowning,Presumed drowning
3157,5-Sep-2017,16,"Egypt-Libya border, 310km southwest of Tobruk, Libya",28.44409281,24.49106741,Africa,North Africa,Harsh Conditions,Exposure
3158,5-Sep-2017,2,"Naf River, near Shah Porir Dwip, Sabrang Union, Teknaf, Bangladesh",20.81330046,92.33402218,Asia,Southeast Asia,Drowning,Presumed drowning
3159,5-Sep-2017,1,"Pima County, Arizona",31.7304211,-111.9245911,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3160,6-Sep-2017,10,"Naf River, near Shah Porir Island in the Bay of Bengal, Myanmar-Bangladesh border",20.77442209,92.34008789,Asia,Southeast Asia,Drowning,Presumed drowning
3161,6-Sep-2017,1,"Ranch near US 281 highway, Hidalgo County, Texas, USA",26.1083689,-98.2650303,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3162,6-Sep-2017,1,"Rakhine State, Myanmar, near the border with Bandarban, Bangladesh",21.81197686,92.60346486,Asia,Southeast Asia,Violence,Killed by landmine blast
3163,6-Sep-2017,1,"Pima County, Arizona",31.7263594,-111.9956623,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3164,6-Sep-2017,1,"Pima County, Arizona",31.7009918,-111.8809724,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3165,6-Sep-2017,1,"Unspecified location in Kenedy County, Texas, USA",26.91870511,-97.68449429,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3166,6-Sep-2017,1,"Laborcitas Creek Ranch, Brooks County, Texas, USA",27.2403194,-98.2044504,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3167,7-Sep-2017,13,"Bodies recovered at different locations in the Naf River, Teknaf, Bangladesh",20.85945193,92.31471489,Asia,Southeast Asia,Drowning,Presumed drowning
3168,7-Sep-2017,3,"Unspecified location in the Sahara desert, Libya",15.57861328,25.21519168,Africa,North Africa,Accident,Vehicle Accident
3169,7-Sep-2017,1,"Tehran province, Iran",35.7248416,51.381653,Asia,South Asia,Accident,Vehicle Accident
3170,7-Sep-2017,1,"Road near Agrigento, Sicily, Italy",37.3088512,13.5857528,Europe,Europe,Accident,Hit by vehicle
3171,8-Sep-2017,20,"Unspecified location in the Sahara desert, Niger",12.78259277,22.43395824,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3172,8-Sep-2017,10,"Sabha, Libya",14.4290236,27.0365406,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3173,8-Sep-2017,2,"Bodies recovered at different locations in the Naf River, Teknaf, Bangladesh",20.85800823,92.3155732,Asia,Southeast Asia,Drowning,Presumed drowning
3174,8-Sep-2017,2,"Unspecified location in the Sahara desert, Niger",13.40332031,22.56083614,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3175,9-Sep-2017,3,"Rakhine State, Myanmar - 100m from the border with Bangladesh",21.28813476,92.2164917,Asia,Southeast Asia,Violence,Killed by landmine blast
3176,9-Sep-2017,3,"Unspecified location in the Sahara desert, Egypt",31.26708984,25.47334321,Africa,North Africa,Starvation / Dehydration,Dehydration
3177,9-Sep-2017,2,"Unspecified location in the Sahara desert, Libya",12.91992188,24.53744172,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3178,9-Sep-2017,1,"Ranch Foit, Kinney County, Texas, USA",29.5050864,-100.3702763,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
3179,9-Sep-2017,1,"East of Bentsen Palm Drive on Old Military Road, Mission, Hidalgo County, Texas, USA",26.19331675,-98.37155556,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3180,10-Sep-2017,2,Egypt-Libya border,24.98153687,30.66449407,Africa,North Africa,Sickness,Sickness and lack of access to medicines
3181,10-Sep-2017,2,"Paga, Ghana, near border with Burkina Faso",-1.1113216,10.9956398,Africa,Sub-Saharan Africa,Starvation / Dehydration,Starvation
3182,10-Sep-2017,2,"Unspecified location in the Sahara desert, Libya",14.23828125,24.55742843,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3183,10-Sep-2017,1,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3184,11-Sep-2017,3,Unspecified location in the Gibraltar Strait,35.96088265,-5.386543984,Mediterranean,Mediterranean,Drowning,Presumed drowning
3185,11-Sep-2017,3,Egypt-Libya border,24.98153687,30.66449407,Africa,North Africa,Starvation / Dehydration,Dehydration
3186,11-Sep-2017,2,"Tahoua, Niger",5.2579968,14.8904575,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3187,11-Sep-2017,1,"Body found on the coast near Al Khums, Libya",32.66827766,14.27763577,Mediterranean,Mediterranean,Unknown / Other,Unknown
3188,11-Sep-2017,1,"Train tracks near Estación Sufragio, El Fuerte, Sinaloa, Mexico",26.06656968,-108.7871244,Central America,Central America,Accident,Hit by train
3189,11-Sep-2017,1,"Pima County, Arizona",31.7466439,-111.9861809,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3190,11-Sep-2017,1,"Body recovered near Baharchhora Union, Teknaf, Bangladesh, near the Bay of Bengal",21.07813357,92.11647667,Asia,Southeast Asia,Drowning,Presumed drowning
3191,12-Sep-2017,2,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey",36.23476527,36.56816297,Middle East,Middle East,Shooting,Shot
3192,12-Sep-2017,2,"Naf River, between Shah Porir Dwip and Jaliapara, Teknaf, Bangladesh",20.75891309,92.3486781,Asia,Southeast Asia,Drowning,Presumed drowning
3193,12-Sep-2017,1,"Highway between Khash and Iranshar, Sistan and Baluchestan Province, Iran",27.84423148,60.79644498,Asia,South Asia,Accident,Vehicle Accident
3194,12-Sep-2017,1,"Pima County, Arizona",32.0655037,-112.0183336,US-Mexico Border,US-Mexico Border,Harsh Conditions,Probable hyperthermia
3195,12-Sep-2017,1,"Pima County, Arizona",32.3022842,-113.0083348,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3196,13-Sep-2017,10,"Iran, at the border with Turkey",38.027964,44.758194,Asia,South Asia,Shooting,Shot or stabbed
3197,13-Sep-2017,9,"Naf River, between Shah Porir Dwip and Jaliapara, Teknaf, Bangladesh",20.74687383,92.35537289,Asia,Southeast Asia,Drowning,Presumed drowning
3198,13-Sep-2017,7,"41 miles off the coast of Almería, Spain",36.04079883,-2.618895485,Mediterranean,Mediterranean,Drowning,Drowning
3199,13-Sep-2017,4,"Unspecified location in the Sahara desert, Libya",13.85375977,28.46401318,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter, Suffocation"
3200,13-Sep-2017,1,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico",28.68824882,-100.5092336,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3201,13-Sep-2017,1,"Paga, Ghana, near border with Burkina Faso",-1.1113216,10.9956398,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3202,14-Sep-2017,6,"Unspecified location in the Sahara desert, Libya",14.10644531,29.05151784,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter, Vehicle Accident"
3203,14-Sep-2017,4,"Naf River, near Shah Porir Dwip, Sabrang Union, Teknaf, Bangladesh",20.77296104,92.34620915,Asia,Southeast Asia,Drowning,Presumed drowning
3204,14-Sep-2017,4,"Unspecified location in the Sahara desert, Sudan",29.68505859,12.87597656,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Suffocation"
3205,14-Sep-2017,1,"Hospital in Cox's Bazar, Bangladesh, after being injured by a landmine blast within 60 meters of the Bangladesh border",21.4160888,92.0357981,Asia,South Asia,Violence,Killed by landmine blast
3206,14-Sep-2017,1,"Naf River, near Shah Porir Dwip in the Bay of Bengal, Myanmar-Bangladesh border",20.77167702,92.3566805,Asia,Southeast Asia,Drowning,Drowning
3207,14-Sep-2017,1,"Pima County, Arizona, USA",31.5825722,-111.8614749,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hypothermia
3208,15-Sep-2017,3,"44km northwest of Tripoli, Libya",33.62217768,12.90569377,Mediterranean,Mediterranean,Unknown / Other,Unknown
3209,15-Sep-2017,3,"Naf River, Shah Porir Dwip near Noyapara Area, Sabrang Union, Teknaf, Bangladesh",20.78549121,92.3418045,Asia,Southeast Asia,Drowning,Presumed drowning
3210,15-Sep-2017,1,Unspecified location on the Syrian/Turkish border,36.00725932,36.37595932,Middle East,Middle East,Shooting,Shot
3211,15-Sep-2017,1,"Naf River, Noyapara Area, Sabrang Union, Teknaf, Bangladesh",20.82265612,92.32672984,Asia,Southeast Asia,Drowning,Presumed drowning
3212,16-Sep-2017,1,"Laristan province, Iran",33.5818394,48.3988186,Asia,South Asia,Accident,Vehicle Accident
3213,16-Sep-2017,1,"Karaj, Alborz province, Iran",35.8400188,50.9390906,Asia,South Asia,Accident,Vehicle Accident
3214,16-Sep-2017,1,"Laristan province, Iran",33.5818394,48.3988186,Asia,South Asia,Accident,Vehicle Accident
3215,16-Sep-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3216,16-Sep-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3217,16-Sep-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3218,16-Sep-2017,1,"Near Mashkel, Balochistan, Pakistan",28.734225,62.395495,Asia,South Asia,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3219,16-Sep-2017,1,"Near Mashkel, Balochistan, Pakistan",28.49189734,62.49482079,Asia,South Asia,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3220,16-Sep-2017,1,"Pima County, Arizona",31.717425,-112.2024358,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3221,16-Sep-2017,1,Libya-Sudan border,24.99997841,21.31196186,Africa,North Africa,Accident,Vehicle Accident
3222,16-Sep-2017,1,"Unspecified location in the Sahara desert, Niger",13.44726563,21.14663257,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
3223,17-Sep-2017,2,"San Ysidro Port of Entry, border crossing between Tijuana and San Diego, California, USA",32.54348496,-117.0302832,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
3224,17-Sep-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3225,18-Sep-2017,16,"Río Guayubincito, Martín García, Dominican Republic, near the border with Haiti",19.5912639,-71.3987658,Caribbean,Caribbean,Drowning,Drowning
3226,18-Sep-2017,5,"West Azerbaijan province, Iran near border with Turkey",38.543139,44.60582,Asia,South Asia,Sickness,Sickness and lack of access to medicines
3227,18-Sep-2017,2,"Sevare, Mali",-4.0951038,14.5241022,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3228,18-Sep-2017,1,"All American Canal, Drop 3, Holtville, Imperial County, California",32.7373161,-115.1648825,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3229,18-Sep-2017,1,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Sickness,Post-partum complications
3230,19-Sep-2017,23,"Highway near Shiraz, Fars province, Iran",29.76834943,52.69630806,Asia,South Asia,Shooting,Shot
3231,19-Sep-2017,3,"Unspecified location in the Sahara desert, Libya",22.60986328,29.20042317,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3232,19-Sep-2017,3,"Unspecified location in the Sahara desert, Sudan",26.23535156,19.90137643,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
